小区名称,地址,参考价格,建筑类型,物业费用,物业公司,开发商,楼栋总数,房屋总数
黄金水岸,(信州区水南街商圈)水南街340号,7801,板楼/塔板结合,1至1.5元/平米/月,暂无信息,上饶市合韬置业有限公司,25栋,1685户
江南商贸城,(信州区商贸城商圈)青阳路江南商贸城,6651,板楼/塔板结合,0.5至3元/平米/月,暂无信息,无,39栋,2511户
东湖花园,(信州区商贸城商圈)三清山大道188号,7535,板楼,1至1.5元/平米/月,暂无信息,东莞市东湖花园置业有限公司,16栋,525户
友邦華城,(广信区旭日商圈)七六路97号,7461,塔楼/板楼/塔板结合,0.8至1元/平米/月,友邦物业管理有限公司,上饶市柳桥房地产开发有限公司,8栋,820户
财富广场,(信州区商贸城商圈)带湖路46号,6768,塔楼,1.5元/平米/月,暂无信息,浙江报业集团,1栋,840户
中山楼,(信州区亿升商圈)中山路73号,7423,板楼,暂无信息,无,上饶新宇实业有限公司,3栋,87户
翡翠城,(广信区经开区商圈)凤凰西大道191号,6325,塔楼/板楼,0.5至0.9元/平米/月,暂无信息,龙翔房地产开发公司,21栋,677户
南门口,(信州区亿升商圈)滨江东路10号,6503,塔板结合,暂无信息,力天物业管理有限公司, 深圳市万龙靓投资发展有限公司,4栋,190户
北園,(信州区大市场商圈)叶挺大道北园,6544,塔楼/板楼/塔板结合/平房,0.5至1.8元/平米/月,无,上饶市龙辉实业有限公司,22栋,489户
桃花源,(信州区紫阳商圈)凤凰东大道桃花源,7788,塔楼/板楼,0.8至1.5元/平米/月,无, 重庆桥达茂宸房地产开发有限公司,16栋,418户
绿野幸福里,(广信区经开区商圈)吉阳西路绿野幸福里,7167,板楼/塔板结合,1至1.5元/平米/月,江西日新物业管理有限公司,"""浙江富园房地产开发有限公司",13栋,812户
天骄家园,(信州区商贸城商圈)龙芽亭路20号,6960,塔楼/板楼/平房,0.5至1.2元/平米/月,江西瑞科物业服务有限公司,天骄地产开发有限公司,23栋,1033户
绿景家园,(信州区商贸城商圈)凤凰大道9号,7646,塔楼/板楼,0.68至2元/平米/月,精城物业,上海绿景置业有限公司,24栋,851户
远泉绿城,(广信区经开区商圈)晶科大道远泉绿城,6237,板楼/塔板结合,1.5元/平米/月,远泉物业,上海东金博置业有限公司,13栋,359户
解放路物资局宿舍,(信州区亿升商圈)解放路物资局宿舍,7033,塔楼/板楼,0.6至20元/平米/月,无,上海解放置业有限公司,12栋,266户
凤凰名都,(广信区旭日商圈)王悦凤凰西大道177号,7057,板楼,1元/平米/月,新力物业,上饶市宜居置业有限公司,21栋,869户
江南人家,(信州区十一小商圈)凤凰大道360号,7408,板楼,0.8至1元/平米/月,暂无信息,岳阳江南广德置业有限公司,18栋,501户
老卫校宿舍,(信州区水南街商圈)豆芽巷老卫校宿舍,6517,板楼,暂无信息,暂无信息,江西粮油,11栋,218户
福利巷28号,(信州区亿升商圈)福利巷28号,6300,平房,暂无信息,暂无信息,暂无信息,2栋,71户
海博蓝庭,(广信区七六路商圈)滨江西路6号,7570,板楼,1至2.1元/平米/月,上饶市申浦物业管理有限公司,博伦物业,2栋,654户
水南街客车厂,(信州区水南街商圈)水南街369号,6075,板楼,暂无信息,暂无信息, 陕西亿润经贸有限公司 ,13栋,670户
三清国际花园,(广信区行政中心商圈)三清山中大道599号,7543,板楼,1至1.2元/平米/月,无,物业和度娘都不知道开发商名称,7栋,436户
锦绣年华二期,"(广信区旭日商圈)旭日街道上分线锦绣年华二期,武夷山大道18号",6060,板楼/塔板结合,1元/平米/月,无,物业和度娘都不知道开发商名称,7栋,488户
越都公寓,(信州区商贸城商圈)带湖路越都公寓,7263,板楼,1元/平米/月,无,辽宁祥生越都置业有限公司,2栋,381户
粮食局宿舍,(信州区亿升商圈)解放路粮食局宿舍,6696,板楼/平房,0.8元/平米/月,上饶市明珠物业, 大理耀鹏房地产开发有限责任公司,12栋,255户
阳光花城,(广信区旭日商圈)吉阳西路82号,6565,塔楼/板楼,0.55至0.85元/平米/月,上饶县阳光花城物业有限公司,江西林源商贸城,30栋,1809户
双星小区,(信州区十一小商圈)庆丰路158号,6972,板楼,0.8元/平米/月,暂无信息, 上海招平房地产开发有限公司,2栋,145户
汇景花园,(信州区十一小商圈)凤凰大道8号,7561,塔楼/塔板结合,1.2至1.8元/平米/月,暂无信息,江西慧谷置业有限公司,13栋,334户
海天楼,(信州区亿升商圈)中山路13号,6977,板楼,0.6至0.8元/平米/月,暂无信息,重庆海天置业有限公司,3栋,80户
金城花园,(广信区经开区商圈)吉阳西路108号,7476,塔板结合/平房,0.6至1元/平米/月,江西瑞科物业服务有限公司,江湾房产公司,11栋,442户
天一锦辉苑,(广信区经开区商圈)武夷山大道天一锦辉苑,6306,平房,1.5元/平米/月,暂无信息,物业和度娘都不知道开发商名称,2栋,148户
龙芽亭14号,(信州区商贸城商圈)龙牙亭路14号,6492,板楼,0.8元/平米/月,上海银湾物业,馨龙置业,3栋,59户
卡布基诺,(广信区七六路商圈)惟义路116号,7768,塔楼,0.8元/平米/月,上饶好运来物业管理有限公司,上饶市万和置业有限公司,1栋,486户
福达家园,(信州区十一小商圈)三清山中大道福达花园,6773,塔楼/板楼,0.8至1.2元/平米/月,暂无信息,"""浙江富园房地产开发有限公司",10栋,597户
名江丽景花园,(信州区七六路商圈)七六路218号,6802,板楼,0.7至2.5元/平米/月,尚品居物业管理有限公司,南通恒生投资有限公司,16栋,400户
京都小区,(广信区旭日商圈)旭日北大道辅路京都小区,5945,板楼,0.5至0.6元/平米/月,无,物业和度娘都不知道开发商名称,12栋,485户
带湖路农贸市场,(信州区十一小商圈)带湖路饶工之家,7008,板楼,暂无信息,暂无信息,江西慧谷置业有限公司,7栋,145户
银鹰楼,"(信州区亿升商圈)中山路银鹰楼, 中山路35号",7684,塔板结合,暂无信息,暂无信息,上饶市龙都置业有限公司,1栋,81户
带湖公寓,(信州区十一小商圈)带湖路37号,6443,板楼,暂无信息,暂无信息,江西慧谷置业有限公司,1栋,61户
绿野御龙苑,(广信区旭日商圈)旭日北大道绿野御龙苑,6214,板楼,1元/平米/月,绿野物业管理有限公司,物业和度娘都不知道开发商名称,6栋,323户
绿野春天,(广信区旭日商圈)凤凰大街70号,7026,板楼,1元/平米/月,无,陕西鑫邦房地产开发有限公司,37栋,1000户
三里亭,(信州区万力商圈)五三中大道三里亭,7203,板楼,暂无信息,暂无信息,无开发商,6栋,229户
三清山西大道22号,(广信区旭日商圈)三清山西大道22号,6338,板楼,0.6元/平米/月,暂无信息,上饶新宇实业有限公司,2栋,64户
紫光苑小区,(信州区紫阳商圈)紫阳大道紫光苑小区,6930,板楼,1元/平米/月,无,清华紫光集团,5栋,158户
春江名仕公馆,(广信区七六路商圈)育才路88号,7506,板楼,0.5元/平米/月,暂无信息,上饶市龙都置业有限公司,1栋,50户
雏凤楼,(信州区亿升商圈)信江中路雏凤楼,6903,未知类型,暂无信息,暂无信息,暂无信息,1栋,48户
城市花园,(信州区亿升商圈)胜利路90号,5953,塔楼/板楼,0.6至1.8元/平米/月,上饶市鹰翔实业有限公司,惠州花城房产有限公司,7栋,280户
信美家园,(广信区旭日商圈)信美路4号,6068,板楼,暂无信息,暂无信息,"""浙江富园房地产开发有限公司",9栋,496户
大信花园,(信州区万力商圈)中山东路36号,7865,塔楼/板楼/塔板结合,0.56至1.2元/平米/月,力展物业,深圳市大信实业股份有限公司,14栋,567户
绿野星城,(广信区旭日商圈)武夷山大道12号,7446,板楼/塔板结合,0.8元/平米/月,绿野物业管理有限公司, 重庆汇东房地产开发有限公司,48栋,888户
紫阳公寓,(信州区商贸城商圈)三清山大道28号,6903,板楼,1元/平米/月,暂无信息,江西慧谷置业有限公司,2栋,117户
天湖家园,(信州区大市场商圈)叶挺大道266号,7155,塔楼/板楼,1元/平米/月,暂无信息,上饶市美越房地产开发有限公司,4栋,214户
中核七一三旭日小区,(广信区经开区商圈)武夷山大道9号,当前网页找不到元素（价格）,板楼/塔板结合,0.5至1元/平米/月,无物业管理服务,无,22栋,985户
中南大厦,(信州区亿升商圈)南门路10号,6056,塔板结合,1.1元/平米/月,暂无信息,中粮开发有限,3栋,70户
财政局宿舍,(信州区商贸城商圈)带湖路财政局宿舍,7181,板楼/塔板结合,暂无信息,无,江西天祥置业有限公司,2栋,66户
道塘巷1号,(信州区亿升商圈)道塘巷1号,5896,板楼,暂无信息,暂无信息,上饶市亿豪实业有限公司,7栋,272户
秀水园,(广信区商贸城商圈)紫阳大道1号,7224,板楼,0.7至1元/平米/月,江西广安物业管理有限公司,上饶新宇实业有限公司,9栋,358户
带湖路6号,(信州区商贸城商圈)带湖路6号,6319,板楼,1.2元/平米/月,暂无信息,暂无信息,1栋,26户
灵山路5号,(信州区亿升商圈)灵山路5号,5886,板楼,暂无信息,无,青阳房产国顺房产,1栋,84户
五三菜场17号,(信州区亿升商圈)五三菜场17号,7219,板楼,暂无信息,暂无信息,暂无信息,1栋,2户
华都国际大酒店,(信州区商贸城商圈)带湖路华都国际大酒店,6143,塔楼/板楼,1元/平米/月,无,上饶市宜居置业有限公司,2栋,958户
路政支队,(信州区商贸城商圈)带湖路28号,6285,塔板结合,暂无信息,暂无信息,"""浙江富园房地产开发有限公司",1栋,28户
相府路14号,(信州区亿升商圈)相府路14号,7441,板楼,暂无信息,暂无信息,开发区建设集团建设开发分公司开发,1栋,36户
城仕杰座,(信州区亿升商圈)解放路城仕杰座,6593,板楼,0.5元/平米/月,暂无信息,江西和信置业有限公司,1栋,312户
腾飞公寓,(信州区亿升商圈)金马巷腾飞公寓,6010,板楼,暂无信息,无, 重庆汇东房地产开发有限公司,3栋,106户
金愉苑,(信州区十一小商圈)三清山中大道226号,7479,板楼/塔板结合,暂无信息,暂无信息,金辉集团,3栋,162户
新都水南公寓,(信州区水南街商圈)水南街333号,7420,板楼,1.2元/平米/月,无,上饶市亿豪实业有限公司,4栋,154户
德昌小区,(信州区万力商圈)民德路10号,6876,板楼,暂无信息,暂无信息,上海德昌房地产开发有限公司,4栋,116户
三清时代,(信州区十一小商圈)三清山中大道208号,7347,塔板结合/平房,1.2元/平米/月,暂无信息, 重庆汇东房地产开发有限公司,2栋,134户
天居家园,(信州区商贸城商圈)北环路天居家园,7211,塔楼,1.3元/平米/月,无, 太原俊景房地产开发有限公司,1栋,107户
钟灵小区,(信州区大市场商圈)创南西路钟灵小区,5896,板楼/塔板结合,0.5至1元/平米/月,暂无信息, 五指山水墨雨林置业有限公司,8栋,288户
灵山路5号,(信州区亿升商圈)灵山路5号,5886,板楼,暂无信息,无,青阳房产国顺房产,1栋,84户
亲亲家园,(广信区旭日商圈)凤凰西大道66号,6534,板楼/塔板结合,1元/平米/月,暂无信息,物业和度娘都不知道开发商名称,19栋,769户
城西名星广场,(广信区旭日商圈)七六路城西名星广场,6647,塔楼/板楼,1元/平米/月,暂无信息,物业和度娘都不知道开发商名称,3栋,358户
路桥家园,(信州区紫阳商圈)东市街道茶圣路209号,6135,板楼/塔板结合,0.8元/平米/月,暂无信息,江西慧谷置业有限公司,3栋,180户
名江丽景花园B区,(信州区旭日商圈)春江大道3号,7168,塔楼,0.6至1.2元/平米/月,上饶市尚品居物业服务有限公司,"""浙江富园房地产开发有限公司",19栋,547户
锦路花园,(信州区十一小商圈)三清山大道369号,5999,板楼,1元/平米/月,暂无信息,邢台锦路达房地产开发有限公司,12栋,367户
友邦名居,(广信区旭日商圈)信美路17号,6800,板楼/平房,1元/平米/月,暂无信息,上饶友邦房地产开发有限公司,8栋,330户
锦江华庭,(信州区大市场商圈)钟灵路2号,7520,板楼,1.5元/平米/月,暂无信息,上饶市高运房地产开发有限公司,1栋,75户
金色家园(信州区),(信州区大市场商圈)叶挺大道290号,5761,板楼/塔板结合,1元/平米/月,无,上饶市宜居置业有限公司,3栋,119户
天河楼苑,(信州区亿升商圈)相府路天河楼苑,6047,板楼,1元/平米/月,无,上饶市宜居置业有限公司,3栋,69户
蓝天公寓,(信州区大市场商圈)汪家园蓝天公寓,6371,板楼,1.2元/平米/月,暂无信息,上饶市柳桥房地产开发有限公司,4栋,263户
相府路3号,(信州区亿升商圈)相府路3号,6034,板楼,1.2元/平米/月,暂无信息, 陕西亿润经贸有限公司 ,2栋,70户
广信农村商业银行集资宿舍房,(广信区旭日商圈)旭日北大道238号,6525,板楼,暂无信息,盛全物业服务股份有限公司上饶县分公司,中铁广信科技有限公司,2栋,60户
云天楼,(信州区亿升商圈)滨江西路2号,6981,塔板结合,1元/平米/月,无,上饶市宜居置业有限公司,1栋,65户
亿升广场,(信州区亿升商圈)赣东北大道亿升广场,7672,塔楼/板楼/平房,1至2.5元/平米/月,暂无信息,江西和信置业有限公司,4栋,662户
盈盛家园,"(信州区商贸城商圈)带湖路82号, 三清山中大道58号",6872,板楼,0.6元/平米/月,无, 重庆汇东房地产开发有限公司,5栋,234户
金山公寓,(信州区水南街商圈)水南街411号,7323,塔板结合,暂无信息,无,无,1栋,30户
清波苑,(信州区十一小商圈)庆丰路179号,7337,板楼,0.6元/平米/月,暂无信息,上海五泰置业有限公司,4栋,130户
中景公寓,(信州区亿升商圈)金马巷中景公寓,6790,板楼,1至1.2元/平米/月,暂无信息, 重庆汇东房地产开发有限公司,2栋,50户
鑫源小区,(信州区亿升商圈)站前路29号,6600,板楼,1元/平米/月,暂无信息,暂无信息,1栋,25户
金兴名庭,(广信区旭日商圈)榨里巷66号,6996,板楼,0.6元/平米/月,无,物业和度娘都不知道开发商名称,6栋,216户
丰溪南区,(信州区水南街商圈)丰溪路丰溪南区,6214,板楼,0.6元/平米/月,暂无信息,上饶市柳桥房地产开发有限公司,29栋,999户
天达雅居,(信州区商贸城商圈)三清山大道204号,6983,塔楼/板楼,1元/平米/月,暂无信息, 陕西亿润经贸有限公司 ,4栋,184户
嘉禾雅居,(广信区旭日商圈)吉阳西大道88号,6620,板楼/塔板结合,1元/平米/月,无,济南万科嘉禾置业有限公司,26栋,614户
西城一品,(广信区七六路商圈)惟义路112号,7260,板楼/塔板结合,1至1.2元/平米/月,无,	西安大德房地产开发有限公司,9栋,535户
蓝波苑,(信州区十一小商圈)凤凰大道17号,7723,板楼,1.5元/平米/月,无,天的（北京）置业有限公司,3栋,84户
三清公寓,(信州区亿升商圈)赣东北大道三清公寓,6290,板楼,1.2元/平米/月,无, 重庆汇东房地产开发有限公司,1栋,252户
明珠家园,(信州区大市场商圈)汪家园钟灵路128号,6180,塔板结合,暂无信息,暂无信息,上饶市龙都置业有限公司,3栋,136户
百合家园,(广信区旭日商圈)信美路30号,6515,板楼/塔板结合,1元/平米/月,暂无信息,山西泰升房地产开发有限公司,10栋,235户
江南花园,(信州区水南街商圈)水南街188号,7583,板楼,0.5至1.5元/平米/月,暂无信息,上饶市龙都置业有限公司,3栋,199户
东晨佳园,(信州区万力商圈)中山东路6号,7696,板楼,0.8至1.2元/平米/月,暂无信息,无,3栋,110户
盛世嘉园,(信州区大市场商圈)钟灵路135号,7607,塔板结合,1.2元/平米/月,暂无信息,上饶市柳桥房地产开发有限公司,4栋,239户
丽景华庭,(信州区十一小商圈)带湖路29号,6608,板楼,1.5元/平米/月,无,浙江报业集团,1栋,70户
科华南苑,(信州区水南街商圈)水南街172号,6667,板楼,暂无信息,暂无信息,上饶市宜居置业有限公司,4栋,124户
三江星座,(信州区大市场商圈)叶挺大道228号,5436,板楼,6.8元/平米/月,暂无信息,江西博能房地产开发有限公司,1栋,73户
嘉俊花园,(信州区大市场商圈)纺织路10号,7055,板楼,0.6元/平米/月,暂无信息,上饶市龙都置业有限公司,2栋,94户
华夏东苑,(信州区商贸城商圈)带湖路华厦东苑,6354,板楼,1.2元/平米/月,暂无信息,华夏集团,3栋,97户
嘉源广场,(信州区亿升商圈)嘉源广场，五三大道，97号,7209,板楼,1元/平米/月,暂无信息,江西和信置业有限公司,1栋,120户
信江西路7号,(信州区亿升商圈)信江西路7号上饶市第九小学,6970,塔楼,暂无信息,暂无信息,上饶新宇实业有限公司,1栋,48户
铁路新村6路111号,(信州区亿升商圈)铁路新村6路111号,6559,板楼,暂无信息,暂无信息, 重庆桥达茂宸房地产开发有限公司,1栋,48户
南门口国税局宿舍,(信州区亿升商圈)江西省上饶市信州区东市街道信江东路14号,7222,板楼,暂无信息,暂无信息,江西世纪风情实业有限公司,1栋,49户
破塘巷22号,(信州区亿升商圈)破塘巷22号,7365,塔楼,1.8元/平米/月,无,单位宿舍房改房,1栋,7户
北门村福利巷4号,(信州区亿升商圈)北门村福利巷4号,6325,板楼,暂无信息,无,南通北星房地产开发有限公司,3栋,69户
五三大道44号,(信州区亿升商圈)五三大道44号,5497,板楼,暂无信息,无,上海五兴置业有限公司,1栋,42户
五三大道180号,(信州区亿升商圈)五三大道180号,5934,板楼,暂无信息,无,江西天祥置业有限公司,1栋,44户
安泰锦绣花园,(信州区亿升商圈)北门村巷20号,6647,板楼/塔板结合,1元/平米/月,暂无信息,"""浙江富园房地产开发有限公司",6栋,300户
吉阳山庄,(信州区十一小商圈)带湖路吉阳山庄,6592,板楼,0.8至1元/平米/月,暂无信息,无开发商,21栋,94户
房地产大厦,(信州区亿升商圈)房地产大厦,7046,板楼,1元/平米/月,暂无信息, 陕西亿润经贸有限公司 ,1栋,128户
华日花园,(信州区亿升商圈)五三西大道华日花园,7472,板楼,1至1.2元/平米/月,无物业管理服务, 陕西亿润经贸有限公司 ,4栋,180户
东苑商住楼,(信州区紫阳商圈)紫阳大道东苑商住楼,6276,板楼,暂无信息,无,东苑集团,3栋,100户
信华村,(广信区旭日商圈)旭日街道信美路16号,5977,板楼/塔板结合,0.6至1元/平米/月,暂无信息,创天集团,11栋,319户
带湖路邮政宿舍,(信州区商贸城商圈)带湖路34号,6441,板楼,暂无信息,暂无信息,房改房,4栋,69户
海旭公寓,(信州区十一小商圈)三清山大道502号,6741,板楼,暂无信息,无,"""温州育英房地产开发有限公司",1栋,36户
箭道巷45号,(信州区亿升商圈)箭道巷45号-,6705,板楼,暂无信息,暂无信息,单位管理,1栋,32户
饶城世家,(广信区七六路商圈)东升路87号,6596,板楼,0.7元/平米/月,上饶市尚品居物业服务有限公司,鸿基集团,7栋,292户
县工行,(广信区七六路商圈)惟义路65号,5907,板楼,暂无信息,无,未知,3栋,132户
阳光花园南区,(广信区七六路商圈)七六大道134号,6246,板楼,0.8元/平米/月,暂无信息,上饶市柳桥房地产开发有限公司,3栋,170户
搬运新村,(信州区亿升商圈)胜利路搬运新村,5965,板楼,1.2元/平米/月,暂无信息,北京五龙新村开发公司,11栋,234户
农校宿舍,(信州区十一小商圈)光学路10号,7076,板楼,暂无信息,暂无信息,浙江佳源集团,2栋,53户
中山西路49号,(信州区亿升商圈)中山西路49号,6601,板楼,暂无信息,无,江西天祥置业有限公司,2栋,106户
锦江华庭,(信州区大市场商圈)钟灵路2号,7520,板楼,1.5元/平米/月,暂无信息,上饶市高运房地产开发有限公司,1栋,75户
金色家园(信州区),(信州区大市场商圈)叶挺大道290号,5761,板楼/塔板结合,1元/平米/月,无,上饶市宜居置业有限公司,3栋,119户
天河楼苑,(信州区亿升商圈)相府路天河楼苑,6047,板楼,1元/平米/月,无,上饶市宜居置业有限公司,3栋,69户
灵山路5号,(信州区亿升商圈)灵山路5号,5886,板楼,暂无信息,无,青阳房产国顺房产,1栋,84户
广信农村商业银行集资宿舍房,(广信区旭日商圈)旭日北大道238号,6525,板楼,暂无信息,盛全物业服务股份有限公司上饶县分公司,中铁广信科技有限公司,2栋,60户
顺旺小区,(广信区旭日商圈)信美路15号,6688,板楼,0.8元/平米/月,暂无信息,物业和度娘都不知道开发商名称,10栋,344户
明珠广场,(广信区经开区商圈)武夷山大道35号,7206,塔楼/板楼,1.2元/平米/月,暂无信息,上饶市宜居置业有限公司,50栋,250户
中国人民银行宿舍,(信州区亿升商圈)滨江西路中国人民银行宿舍,7536,塔楼/板楼,暂无信息,暂无信息,江西华夏置业有限公司,5栋,139户
上饶市信州区血防站,(信州区亿升商圈)五三大道39号,7203,板楼,暂无信息,暂无信息,上饶市龙都置业有限公司,1栋,48户
爱心楼,(信州区亿升商圈)胜利路爱心楼,6385,板楼/塔板结合,1元/平米/月,暂无信息,中爱爱心置业有限公司,4栋,119户
社保局宿舍,(信州区十一小商圈)带湖路社保局宿舍,6470,板楼,0.5元/平米/月,暂无信息,暂无信息,3栋,64户
斌林大厦,(信州区商贸城商圈)三清山中大道斌林大厦,6836,板楼,1.2元/平米/月,无,"""浙江富园房地产开发有限公司",2栋,51户
扎花厂宿舍,(信州区紫阳商圈)茶圣路215号,6381,塔楼,暂无信息,暂无信息,无开发商,2栋,72户
大信花园,(信州区万力商圈)中山东路36号,7865,塔楼/板楼/塔板结合,0.56至1.2元/平米/月,力展物业,深圳市大信实业股份有限公司,14栋,567户
市农业局家属院,(信州区亿升商圈)五三大道78号,6675,板楼,暂无信息,暂无信息, 陕西亿润经贸有限公司 ,5栋,142户
信美家园,(广信区旭日商圈)信美路4号,6068,板楼,暂无信息,暂无信息,"""浙江富园房地产开发有限公司",9栋,496户
阳明花园,(广信区旭日商圈)旭日街道办信美路12号,6344,板楼,0.3元/平米/月,暂无信息,筑杨房产开发公司,13栋,525户
金茂小区,(广信区七六路商圈)旭日南大道金茂小区,7614,板楼,暂无信息,无,上饶市柳桥房地产开发有限公司,3栋,202户
破塘88号,(信州区亿升商圈)信江中路破塘88号,6444,板楼,0.8元/平米/月,暂无信息,上海中辉置业发展有限公司,1栋,50户
金茂商务楼,(广信区旭日商圈)吉阳西路金茂商务楼,7732,板楼,暂无信息,上海上坤物业管理有限公司上饶分公司, 合肥万科瑞翔地产有限公司,2栋,121户
怡和楼,(信州区十一小商圈)三清大道506号,6875,板楼,暂无信息,无,无,2栋,104户
八角塘1号,(信州区亿升商圈)抗建路八角塘1号,6085,板楼,1元/平米/月,暂无信息,上饶市高运房地产开发有限公司,16栋,491户
计委大楼,(信州区亿升商圈)市三清路12号,5870,板楼,暂无信息,暂无信息,市政开发,1栋,36户
五三集贸市场,(信州区亿升商圈)五三西大道五三集贸市场,7548,板楼/塔板结合/平房,暂无信息,无物业管理服务,江西新城建设开发有限公司,15栋,321户
小洪厨明厨亮灶,(信州区亿升商圈)五三大道19号,6102,板楼,暂无信息,无, 嘉兴世茂新世纪置业有限公司,2栋,36户
金龙岗39号,(信州区亿升商圈)茶厂路金龙岗39号,7767,板楼,暂无信息,暂无信息,江西天祥置业有限公司,2栋,39户
凤凰公馆,(信州区十一小商圈)凤凰中大道351号,7660,板楼,暂无信息,暂无信息, 大理耀鹏房地产开发有限责任公司,1栋,68户
赣东北大道20号,(信州区亿升商圈)赣东北大道20号,6427,板楼,暂无信息,暂无信息,暂无信息,1栋,67户
滨江东路18号,(信州区亿升商圈)滨江东路18号,6725,未知类型,暂无信息,暂无信息,暂无信息,1栋,20户
华厦西苑,(信州区十一小商圈)三清山中大道华厦西苑,6581,板楼,8元/平米/月,上饶市申浦物业管理有限公司, 重庆汇东房地产开发有限公司,5栋,101户
金马楼,(信州区亿升商圈)五三西大道金马楼,6811,板楼,20元/平米/月,暂无信息,江西博能投资发展有限公司,1栋,54户
旭日街道三清山西大道10号,(广信区经开区商圈)旭日街道三清山西大道10号,6112,未知类型,暂无信息,暂无信息,暂无信息,1栋,3户
水南街,(信州区水南街商圈)水南街,6856,塔板结合/平房,1元/平米/月,暂无信息,竞力房产,14栋,322户
金钰大厦,(广信区旭日商圈)三清山西大道金钰大厦,6987,塔板结合,1.5元/平米/月,暂无信息, 大理耀鹏房地产开发有限责任公司,2栋,93户
书院路102号,(信州区水南街商圈)书院路102号,6559,未知类型,暂无信息,暂无信息,暂无信息,1栋,28户
园中园,(广信区旭日商圈)三清山大道园中园,5977,塔板结合,2元/平米/月,上饶伟华物业管理有限公司, 陕西亿润经贸有限公司 ,8栋,317户
旭日北大道128-10号,(广信区旭日商圈)旭日北大道128-10号,6950,板楼,暂无信息,凤凰星城物业,单位自建,1栋,1户
带湖路4号,(信州区商贸城商圈)带湖路4号,6628,未知类型,暂无信息,暂无信息,暂无信息,3栋,86户
信华房产,(广信区旭日商圈)旭日北大道信华房产,6868,未知类型,暂无信息,暂无信息,暂无信息,1栋,56户
胜利路56,(信州区亿升商圈)胜利路56,7000,塔板结合,1元/平米/月,暂无信息,创天集团,1栋,2户
京御尚都,(广信区旭日商圈)旭日北大道京御尚都,6085,塔楼/板楼,1.5至1.8元/平米/月,江西日新物业管理有限公司,北京国华京都置业有限公司,9栋,224户
望江大厦,(信州区亿升商圈)滨江西路34号,6071,板楼,暂无信息,上饶市永安行物业管理有限公司,上饶市合韬置业有限公司,1栋,63户
金龙岗46号,(信州区亿升商圈)金龙岗46号,6590,板楼,暂无信息,尚品居物业管理有限公司,居后房产,1栋,32户
信江中路198号,(信州区亿升商圈)信江中路198号,6897,板楼,暂无信息,暂无信息,暂无信息,1栋,32户
锦辉佳苑,(广信区旭日商圈)旭日中大道锦辉佳苑,6177,板楼/塔板结合,1.2元/平米/月,上海银湾物业, 陕西亿润经贸有限公司 ,2栋,76户
中国工商银行上饶分行家属楼,(信州区亿升商圈)滨江西路中国工商银行上饶分行家属楼,7666,板楼,暂无信息,暂无信息,暂无信息,1栋,72户
工商银行解放路宿舍,(信州区亿升商圈)工商银行解放路宿舍,6090,未知类型,暂无信息,暂无信息,暂无信息,2栋,29户
水南街98号,(信州区水南街商圈)水南街98号,7012,未知类型,暂无信息,暂无信息,暂无信息,1栋,30户
里施巷,(广信区旭日商圈)里施巷,6071,塔楼/塔板结合,1.98元/平米/月,暂无信息,无,19栋,118户
滨江西路8号,(信州区亿升商圈)滨江西路8号,7670,塔楼,30元/平米/月,佳利物业有限公司,上海中建孚泰置业有限公司,2栋,29户
渡口北街,(信州区亿升商圈)渡口北街,6053,板楼,暂无信息,上饶好运来物业管理有限公司,上饶市宜居置业有限公司,7栋,67户
水南街321号,(信州区水南街商圈)水南街321号,6073,板楼/平房,1.5元/平米/月,吉阳物业,常州天翼房地产开发有限公司,4栋,96户
箭道巷47号,(信州区亿升商圈)箭道巷47号,7571,板楼,1元/平米/月,暂无信息,上饶市龙辉实业有限公司,4栋,125户
茶山路198号,(信州区十一小商圈)茶山路198号,7630,塔板结合,0.6元/平米/月,暂无信息,上饶市柳桥房地产开发有限公司,1栋,28户
盛世名邸,(信州区十一小商圈)三清山中大道181号,7764,板楼,暂无信息,暂无信息, 重庆汇东房地产开发有限公司,1栋,468户
林家巷13号,(信州区亿升商圈)林家巷13号,5954,未知类型,暂无信息,暂无信息,暂无信息,1栋,70户
带湖路58号,(信州区商贸城商圈)带湖路58号,6660,平房,0.5元/平米/月,无物业管理服务,房改房,2栋,48户
玉锦楼,(信州区十一小商圈)三清山大道中段367号,6885,平房,暂无信息,中富物业管理有限公司,荣盛地产,1栋,36户
带湖路45号,(信州区十一小商圈)带湖路45号,6657,板楼,1元/平米/月,暂无信息,无开发商,2栋,56户
赣东北大道26号,(信州区亿升商圈)赣东北大道26号,6294,板楼,暂无信息,暂无信息,暂无信息,4栋,96户
三清山大道32号,(广信区旭日商圈)三清山大道32号,6240,塔板结合,1元/平米/月,卓兴物业有限公司,上海兰黄置业有限公司,3栋,46户
桂家巷2号,(信州区亿升商圈)桂家巷2号,7206,板楼,暂无信息,无物业管理服务,无,3栋,33户
相府路26号,"(信州区亿升商圈)相府路26号,新建路144号",5940,板楼,暂无信息,暂无信息,暂无信息,3栋,41户
东湖小区,(鄱阳县)人民北路东湖小区,7282,未知类型,暂无信息,暂无信息,暂无信息,10栋,227户
蓝泊湾,(广丰区广丰区)桑园路8号,7347,板楼,暂无信息,暂无信息,暂无信息,15栋,1289户
湖城馨苑,(鄱阳县)天鹅大道湖城馨苑,6310,未知类型,暂无信息,暂无信息,暂无信息,9栋,457户
