小区名称,地址,参考价格,建筑类型,物业费用,物业公司,开发商,楼栋总数,房屋总数
阳光家园一区,(城关区九州)九州大道238-288号,7765,板楼,0.4至1.5元/平米/月,兰州恒源物业物业服务有限公司, 大理耀鹏房地产开发有限责任公司,14栋,771户
看守所家属院（华林路）,(七里河区五泉广场)华林路341号,6688,板楼,0.7元/平米/月,暂无信息,众开集团,1栋,54户
花园小区,(城关区万达大润发)滩尖子村816附1号-816附11号,5342,板楼/塔板结合,0.5至1.7元/平米/月,天庆物业,兴隆县天庆房地产开发有限公司,11栋,572户
安厦家园,(西固区西固城)西固中路1046号,7081,板楼/塔板结合,1.4至1.8元/平米/月,金碧物业有限公司兰州新区分公司,无开发商,3栋,868户
兰州国源商贸城,(兰州新区兰州新区)经十一路兰州国源商贸城,4348,未知类型,暂无信息,暂无信息,甘肃国源房地产开发股份有限公司,12栋,1224户
天润嘉园,(七里河区金港城)河湾堡西街36-40号,5877,板楼,1.4至1.7元/平米/月,永新华物业, 重庆汇东房地产开发有限公司,3栋,432户
锦绣华庭,"(城关区九州)九州大道457号, 九州大道457附1号-457附6号",7742,板楼,1.5至1.8元/平米/月,金伦物业, 陕西亿润经贸有限公司 ,5栋,450户
泰和家园小区,(七里河区晏家坪)西黄公路泰和家园小区,6661,塔楼/板楼,0.3至1.5元/平米/月,兰州瑞岭物业服务有限公司,兰州和泰房地产开发有限公司,10栋,1221户
陇亨小区,(七里河区晏家坪)晏家坪五村399-405号,6748,板楼/塔板结合,1.2至1.5元/平米/月,兰州新陇物业管理有限公司,中铁二十局集团房地产开发有限公司,3栋,840户
天憬缘,(西固区深沟桥)庄浪东路1-11,当前网页找不到元素（价格）,板楼,1元/平米/月,甘肃铁发物业工程有限公司,甘肃铁发置业房地产开发有限公司,4栋,687户
春湖苑,(七里河区建工局)上西园384-386号,6849,塔楼,1.2元/平米/月,甘肃新华飞天物业管理有限公司,兰州建投房地产开发有限公司,2栋,512户
广健花园,"(七里河区龚家湾)建西西路145-149号, 建西西路165-171号, 建西西路189号",7533,塔楼/塔板结合/平房,1.5至3元/平米/月,暂无信息,暂无信息,5栋,992户
兰西铁苑,(西固区西固城)合水北路60号,6629,塔楼/板楼/塔板结合,1.2至1.5元/平米/月,暂无信息,暂无信息,17栋,4191户
水委家属院,(城关区九州)左家湾76号,6705,板楼,0.4元/平米/月,兰州顺华物业有限责任公司,兰州民百置业有限公司,1栋,96户
北海·水印泉山,(七里河区五泉广场)伏直公路北海·水印泉山,6882,板楼/塔板结合,1.3至1.7元/平米/月,兰州雅顺物业管理有限公司,香港北海集团,4栋,1439户
泓庆佳园,(西固区兰炼十字)西固中路246-250号,6770,塔楼,0.5元/平米/月,自持物业,天津鸿正鸿置业发展有限公司,4栋,282户
福源小镇,(西固区西固城)环城南路福源小镇,6052,板楼,0.6至1.5元/平米/月,暂无信息,暂无信息,13栋,527户
景荷小区,(西固区兰炼十字)西固中路880-886,6834,塔板结合,0.8元/平米/月,暂无信息,暂无信息,3栋,744户
沃德小镇,(西固区西固城)西固中街132号,7286,板楼/塔板结合,1至1.5元/平米/月,甘肃恒利物业管理有限公司,甘肃恒利房地产开发集团有限公司,5栋,1442户
新乐花园,"(西固区西固城)临洮街185-247号,临洮街261-281号,临洮街301-311号",6698,塔楼/板楼/塔板结合,0.7至1.7元/平米/月,暂无信息,甘肃第四建设集团有限责任公司,19栋,1809户
郑家庄新社区,(七里河区金港城)光华街郑家庄新社区,5750,板楼,1.5元/平米/月,暂无信息, 陕西亿润经贸有限公司 ,1栋,684户
东和嘉园,(七里河区建工局)柏树巷393-395号,6951,塔板结合,0.8元/平米/月,兰州东苑物业管理有限公司,成都金强实业有限公司 ,1栋,560户
西固花园小区,(西固区西固城)临洮北街西固花园小区,7047,板楼,1至6元/平米/月,暂无信息,暂无信息,3栋,588户
泓安国际广场,(西固区西固城)西固中街101-149,8989,板楼/塔板结合,0.8至1.5元/平米/月,兰州万城物业集团有限公司,上海甘浦置业发展有限公司,13栋,1916户
和顺雅居小区,(城关区东部)焦家湾路280附1-280附2号,当前网页找不到元素（价格）,板楼,1.7元/平米/月,单位自管物业,学校单位物业,1栋,540户
雅新小区,(西固区西固城)西固西路551-557号,6493,塔楼/板楼/塔板结合,0.8至1.3元/平米/月,暂无信息,暂无信息,14栋,2641户
森源金湾家园,(七里河区晏家坪)龚家湾路510-512号,7280,板楼,1.25元/平米/月,兰州兰雅物业管理有限公司,兰州鸿安置业有限公司,1栋,220户
莲花小区,(西固区西固城)西固中街138号,6971,塔楼,0.5元/平米/月,暂无信息,暂无信息,1栋,42户
万商国际,(城关区东部)东岗东路2704号,5289,塔楼,1.2元/平米/月,天庆物业, 重庆汇东房地产开发有限公司,1栋,400户
阳光家园西区,(城关区九州)九州大道343-375号,8071,板楼,0.5元/平米/月,兰州恒源物业物业服务有限公司,青岛开发区城建开发公司,8栋,242户
巨龙·金城御景园,(城关区九州)九州大道金城御景园,7216,板楼/塔板结合,1.6元/平米/月,甘肃巨龙供销（集团）股份有限公司,甘肃巨龙供销（集团）股份有限公司,9栋,1237户
西固中街工商家属院,(西固区西固城)西固中街153-161,7504,板楼,0.5元/平米/月,暂无信息,暂无信息,1栋,80户
奔马家属院,"(城关区九州)九州大道389号, 九州大道389附1号-389附3号",7652,板楼,0.5元/平米/月,暂无信息,暂无信息,1栋,48户
热水瓶厂小区,(七里河区晏家坪)民乐路141-145号,5896,板楼,暂无信息,暂无信息,兰州友信置业有限公司,1栋,54户
江南明珠,(城关区九州)九州大道598号,7016,板楼/塔板结合,0.5至1.7元/平米/月,兰州江南明珠物业管理有限公司,甘肃华韵房地产开发有限公司,8栋,1683户
丽景家园,(西固区西固城)临洮街502-524号,6617,塔楼/板楼/塔板结合,0.8至1.5元/平米/月,兰州市国资委物业管理有限公司,暂无信息,17栋,4080户
五星花园,"(七里河区五泉广场)工林路691-705号, 工林路797-807号",6651,塔楼/板楼/塔板结合,1.2至1.45元/平米/月,甘肃明朗物业管理有限公司,兰州国资投资（控股）建设集团有限公司,6栋,1568户
瑞兴园北区,(七里河区晏家坪)兰工坪路412-420,7756,塔板结合,1.2元/平米/月,暂无信息,暂无信息,2栋,360户
甘肃建投建材住宅小区,(西固区兰炼十字)古浪路110-174号,6626,板楼,0.7至10元/平米/月,暂无信息,暂无信息,8栋,319户
祥和家园（华林路）,(七里河区五泉广场)华林路920-972号,7255,板楼/塔板结合,1至2元/平米/月,兰州居安物业有限公司,兰州亚太西部置业有限公司,7栋,1300户
山坪子小区,(安宁区十里店)建安东路58-66号,7519,板楼,1.2元/平米/月,无物业管理服务,无开发商,4栋,864户
晏溪花苑,(西固区西固城)康乐路300-308号,7754,板楼,1.3元/平米/月,兰州东立物业管理公司,	西安大德房地产开发有限公司,5栋,906户
兰州电信传输分局家属院,(城关区五泉广场)红泥沟85-107号,7484,未知类型,暂无信息,暂无信息,暂无信息,3栋,139户
西固长锐花园,(西固区西固城)西固合水路30-48号,7773,板楼,1元/平米/月,暂无信息,暂无信息,1栋,136户
新德丽小区,(七里河区建工局)兰工坪路2-4号,8047,板楼,暂无信息,暂无信息,兰州建投房地产开发有限公司,1栋,64户
康郡大名城,(榆中县榆中县)园区大道康郡大名城,5999,未知类型,暂无信息,暂无信息,暂无信息,8栋,405户
爱丽富家园,(七里河区建工局)上西园36-38号,7640,未知类型,暂无信息,暂无信息,暂无信息,3栋,370户
兰州大名城尚郡,(榆中县榆中县)园区大道兰州大名城尚郡,6863,未知类型,暂无信息,暂无信息,暂无信息,14栋,3038户
盛源华府,(七里河区上西园)工林路879号1栋-879号4栋,7056,板楼,1.7元/平米/月,暂无信息,暂无信息,4栋,1188户
北辰花园,(城关区九州)左家湾177-213号,7574,板楼,0.35至0.5元/平米/月,武威市天元物业有限公司,北辰集团,5栋,222户
金惠佳苑,(七里河区金港城)南滨河中路金惠佳苑,6681,板楼,0.4至1元/平米/月,暂无信息,惠州市金惠房地产开发有限公司,7栋,401户
恒昌家园,(城关区黄河北)九州大道2-10号,6545,板楼,0.5元/平米/月,兰州银安物业管理有限公司,甘肃建投建设有限公司,1栋,60户
盛园丽城,(七里河区兰工坪)101省道盛园丽城,5958,未知类型,暂无信息,暂无信息,暂无信息,2栋,71户
火车站小区,(西固区西固城)临洮北街31-54号,7082,板楼,0.3至0.5元/平米/月,暂无信息,暂无信息,6栋,330户
保利领秀山三区,(皋兰县十里店)北环路保利领秀山三区,7464,板楼,1.7至1.8元/平米/月,暂无信息,暂无信息,14栋,1732户
乾元·金海国际,(兰州新区兰州新区)昆仑山大道辅路乾元·金海国际,5253,塔楼/板楼,暂无信息,暂无信息,兰州新区乾元房地产开发有限公司,11栋,2154户
锦园小区,(西固区西固城)西固中路183-187,6965,未知类型,暂无信息,暂无信息,暂无信息,1栋,336户
天添庭院,(皋兰县皋兰北区)名藩大道1272～1376,4392,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
伊锦嘉苑,(七里河区上西园)工林路410号,6965,未知类型,暂无信息,暂无信息,暂无信息,1栋,232户
清阳佳苑,(西固区西固城)公园东路清阳佳苑,7291,未知类型,暂无信息,暂无信息,暂无信息,1栋,768户
高科新元绿洲,(榆中县榆中县)牡丹路195号,6938,塔楼/板楼,暂无信息,暂无信息,暂无信息,15栋,792户
甘肃农资化肥仓库家属院,(西固区深沟桥)福利东路甘肃农资化肥仓库家属院,5490,未知类型,暂无信息,暂无信息,暂无信息,1栋,30户
西固南街359号,(西固区西固城)西固南街359号,7530,板楼,0.5元/平米/月,暂无信息,暂无信息,1栋,40户
邮电家属院（华林路）,(七里河区上西园)华林路908-912号,7738,未知类型,暂无信息,暂无信息,暂无信息,1栋,30户
三兆家园,(七里河区下西园)华林路500号1栋-500号4栋,7601,板楼/塔板结合,1.2至1.5元/平米/月,暂无信息,暂无信息,4栋,1280户
路桥二公司家属院,(七里河区五泉广场)工林路811-813号,7221,塔板结合,1.5元/平米/月,兰州银安物业管理有限公司,众开集团,1栋,32户
兰州高科红星天铂,(榆中县榆中县)青城路兰州高科红星天铂,5413,板楼,暂无信息,暂无信息,暂无信息,16栋,1188户
焦家湾南路社区（南环路）,(城关区)焦家湾南路80-82号,7022,板楼,0.3元/平米/月,暂无信息,暂无信息,5栋,86户
四和恒景苑,(城关区十里店)九州西环路10001-10025号,5553,未知类型,暂无信息,暂无信息,暂无信息,10栋,1215户
中共兰州市七里河区委党校,(七里河区下西园)华林路169-183号,7663,板楼,暂无信息,暂无信息,暂无信息,2栋,96户
琨宇·书香名府,(兰州新区兰州新区)黄河大道堒宇书香名府,6317,板楼/塔板结合,1.48至1.5元/平米/月,暂无信息,暂无信息,21栋,2270户
立达大厦,(安宁区沙井驿街道)北滨河西路1249号,7781,塔楼,2.3元/平米/月,暂无信息,暂无信息,1栋,450户
绿地智慧金融城学府大境,(兰州新区兰州新区)五台山路绿地智慧金融城学府大境,6241,塔楼/板楼/塔板结合,1.5元/平米/月,暂无信息,暂无信息,18栋,3960户
瑞岭雅苑,(兰州新区兰州新区)泰山路3010号,6748,板楼/塔板结合,1.5元/平米/月,暂无信息,暂无信息,34栋,2023户
汽车队家属院,(西固区西固城)康乐路82-90号,7768,板楼,0.8元/平米/月,暂无信息,暂无信息,1栋,120户
瑞岭翠苑,(兰州新区兰州新区)栖霞湖西路34号,5540,板楼/塔板结合,1.5至3.5元/平米/月,暂无信息,暂无信息,22栋,765户
康乐路11号,(西固区西固城)康乐路11号,6779,塔板结合,暂无信息,暂无信息,暂无信息,1栋,45户
天添庭院,(皋兰县皋兰北区)名藩大道1272～1376,4392,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
西固建行联运家属楼,(西固区西固城)合水路西固建行联运家属楼,7301,板楼,0.7元/平米/月,暂无信息,暂无信息,1栋,71户
法大家园,(安宁区费家营十子)建安东路法大家园,5476,板楼,1.3元/平米/月,无物业管理服务,无,5栋,984户
清阳佳苑,(西固区西固城)公园东路清阳佳苑,7291,未知类型,暂无信息,暂无信息,暂无信息,1栋,768户
伊锦嘉苑,(七里河区上西园)工林路410号,6965,未知类型,暂无信息,暂无信息,暂无信息,1栋,232户
木材厂家属院,(西固区西固城)临洮北街61-66号,7666,板楼,0.5元/平米/月,暂无信息,暂无信息,2栋,108户
天佑嘉州润园,(城关区九州)九州西环路3000-3018号,7375,塔板结合,暂无信息,暂无信息,暂无信息,5栋,412户
万科时代之光,(榆中县榆中县)荣兰线万科时代之光,7781,未知类型,暂无信息,兰州万科物业服务有限公司,兰州万时房地产开发有限公司,20栋,2968户
智慧金融城A区,(兰州新区兰州新区)环湖东路绿地智慧金融城,7417,塔楼/板楼,1.5至3元/平米/月,暂无信息,暂无信息,33栋,1773户
大名城禾郡,(榆中县榆中县)铜城街大名城禾郡,6829,板楼,1.5元/平米/月,暂无信息,暂无信息,18栋,3760户
瑞园小区,(西固区西固城)临洮街451-469号,6540,未知类型,暂无信息,暂无信息,暂无信息,4栋,336户
锦园小区,(西固区西固城)西固中路183-187,6965,未知类型,暂无信息,暂无信息,暂无信息,1栋,336户
彩虹城A区,(兰州新区兰州新区)黄河大道彩虹城A区,4494,塔楼/板楼/塔板结合/平房,1.5元/平米/月,暂无信息,暂无信息,32栋,3370户
绿地瓦萨公馆,(兰州新区兰州新区)五台山路绿地瓦萨公馆,6262,板楼/塔板结合,1.5元/平米/月,暂无信息,暂无信息,15栋,3096户
恒大御景天下,(兰州新区兰州新区)甘肃省兰州市兰州新区华山路以东正威电子信息产业园项目部,4283,未知类型,暂无信息,暂无信息,暂无信息,17栋,2140户
兰州蘭园,(兰州新区兰州新区)兰州市永登县兰州新区洮河街216号,6607,板楼/塔板结合,1.5元/平米/月,暂无信息,暂无信息,24栋,3568户
方家坡安置小区,(兰州新区兰州新区)兴隆山路方家坡安置小区,5736,板楼/塔板结合/平房,1.5元/平米/月,暂无信息,暂无信息,15栋,1002户
甘肃一安六分公司家属院,(西固区西固城)广河路甘肃一安六分公司家属院,6841,未知类型,暂无信息,暂无信息,暂无信息,1栋,18户
西固东路300号,(西固区西固城)西固东路300号,7577,未知类型,暂无信息,暂无信息,暂无信息,1栋,12户
桃林家园,"(安宁区沙井驿街道)桃花村1-27号, 桃花村48",5147,板楼,1.3元/平米/月,暂无信息,暂无信息,13栋,2624户
恒大未来城,(榆中县榆中县)和平大道恒大未来城,5222,板楼,1.7元/平米/月,暂无信息,暂无信息,19栋,2954户
乾元·金海国际,(兰州新区兰州新区)昆仑山大道辅路乾元·金海国际,5253,塔楼/板楼,暂无信息,暂无信息,兰州新区乾元房地产开发有限公司,11栋,2154户
陇商国际,(兰州新区兰州新区)黄河大道西段3141号,5846,板楼/塔板结合,1.5元/平米/月,暂无信息,暂无信息,5栋,450户
瑞岭名郡,(兰州新区兰州新区)经十一路瑞岭名郡,5300,板楼/塔板结合,1.5至1.6元/平米/月,暂无信息,暂无信息,7栋,849户
云尚华庭,(兰州新区兰州新区)峨眉山路云尚华庭,7221,板楼/塔板结合,1.5元/平米/月,暂无信息,暂无信息,6栋,654户
亚太清湖湾,(兰州新区兰州新区)环湖支路亚太清湖湾,5580,板楼/塔板结合,1.5元/平米/月,暂无信息,暂无信息,7栋,576户
经纬印象小区,(兰州新区兰州新区)泰山路经纬印象小区,5828,塔板结合,1.5元/平米/月,暂无信息,暂无信息,10栋,645户
智慧金融城B区,(兰州新区兰州新区)环湖东路与纬五支三路交叉路口往南约160米智慧金融城B区,7276,板楼,1.5至1.8元/平米/月,暂无信息,暂无信息,11栋,151户
智慧金融城F区,(兰州新区兰州新区)五台山路569号环湖东路南100米智慧金融城F区,7251,板楼,1.6至2元/平米/月,暂无信息,暂无信息,3栋,236户
宗家梁安置小区,(兰州新区兰州新区)凤凰山路宗家梁安置小区,5252,板楼/塔板结合,1.5元/平米/月,暂无信息,暂无信息,20栋,2880户
晋祥嘉园,(榆中县榆中县)和平大道139号,6225,未知类型,暂无信息,暂无信息,暂无信息,1栋,92户
南水巴黎阳光,(兰州新区兰州新区)泰山路南水巴黎阳光,5214,板楼,1.5元/平米/月,暂无信息,暂无信息,12栋,1152户
金河大厦,(安宁区沙井驿街道)北滨河西路金河大厦,5789,未知类型,暂无信息,暂无信息,暂无信息,1栋,432户
树人莱雅居,(榆中县榆中县)荣兰线树人莱雅居,5998,塔楼,1.5元/平米/月,兰州长城物业管理有限公司,暂无信息,13栋,2224户
钢圈厂家属院,(七里河区建工局)上林路钢圈厂家属院,7549,板楼,暂无信息,暂无信息,暂无信息,1栋,36户
福利东路20附2号,(西固区深沟桥)福利东路20附2号,6768,未知类型,暂无信息,暂无信息,暂无信息,1栋,15户
标准间厂家属院,(西固区西固城)康乐路标准间厂家属院,7454,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
保利紫薇花语,(皋兰县)中和路保利紫薇花语,6864,板楼,1.7元/平米/月,暂无信息,暂无信息,8栋,602户
兰州军区仓库家属院,(城关区火车站)红山根东路17号,7235,未知类型,暂无信息,暂无信息,暂无信息,1栋,12户
湖南名苑,(兰州新区兰州新区)珠江大道湖南名苑,5686,未知类型,暂无信息,暂无信息,暂无信息,13栋,1333户
绿地智慧金融城云居阁,(兰州新区兰州新区)通天河街绿地智慧金融城云居阁,5919,未知类型,暂无信息,暂无信息,暂无信息,9栋,1020户
象牙塔,(兰州新区兰州新区)清水河街象牙塔,6303,未知类型,暂无信息,暂无信息,暂无信息,2栋,208户
龙舟·壹号院,(兰州新区兰州新区)甘肃省兰州市永登县昆仑山大道舟曲新苑南侧,6814,塔板结合,1.8元/平米/月,暂无信息,暂无信息,12栋,1296户
树人莱雅居,(榆中县榆中县)荣兰线树人莱雅居,5998,塔楼,1.5元/平米/月,兰州长城物业管理有限公司,暂无信息,13栋,2224户
福利东路20附2号,(西固区深沟桥)福利东路20附2号,6768,未知类型,暂无信息,暂无信息,暂无信息,1栋,15户
钢圈厂家属院,(七里河区建工局)上林路钢圈厂家属院,7549,板楼,暂无信息,暂无信息,暂无信息,1栋,36户
象牙塔,(兰州新区兰州新区)清水河街象牙塔,6303,未知类型,暂无信息,暂无信息,暂无信息,2栋,208户
绿地智慧金融城云居阁,(兰州新区兰州新区)通天河街绿地智慧金融城云居阁,5919,未知类型,暂无信息,暂无信息,暂无信息,9栋,1020户
清怡佳苑,(西固区)深湖公路清怡佳苑,5050,未知类型,暂无信息,暂无信息,暂无信息,1栋,58户
绿地克拉公寓,(兰州新区兰州新区)栖霞湖东路绿地克拉公寓,5685,板楼,暂无信息,暂无信息,暂无信息,1栋,500户
智慧金融城H区,(兰州新区兰州新区)环湖东路与渭河街交叉路口往南约160米智慧金融城H区,6996,板楼/塔板结合,1.5至3元/平米/月,暂无信息,暂无信息,12栋,1815户
文曲湖景园住宅小区,(兰州新区兰州新区)九龙江街1323号,4843,板楼,1至1.5元/平米/月,暂无信息,暂无信息,23栋,3659户
碧桂园城市花园,(兰州新区兰州新区)兴隆山路碧桂园城市花园,6523,塔楼/板楼/塔板结合,1.5至3元/平米/月,暂无信息,暂无信息,20栋,1747户
标准间厂家属院,(西固区西固城)康乐路标准间厂家属院,7454,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
绿地智慧金融城学府大境,(兰州新区兰州新区)五台山路绿地智慧金融城学府大境,6241,塔楼/板楼/塔板结合,1.5元/平米/月,暂无信息,暂无信息,18栋,3960户
瑞岭雅苑,(兰州新区兰州新区)泰山路3010号,6748,板楼/塔板结合,1.5元/平米/月,暂无信息,暂无信息,34栋,2023户
立达大厦,(安宁区沙井驿街道)北滨河西路1249号,7781,塔楼,2.3元/平米/月,暂无信息,暂无信息,1栋,450户
琨宇·书香名府,(兰州新区兰州新区)黄河大道堒宇书香名府,6317,板楼/塔板结合,1.48至1.5元/平米/月,暂无信息,暂无信息,21栋,2270户
兰石睿智名居,(兰州新区兰州新区)白龙江街兰石睿智名居,6808,板楼/塔板结合,1.5至1.8元/平米/月,暂无信息,暂无信息,19栋,2020户
汽车队家属院,(西固区西固城)康乐路82-90号,7768,板楼,0.8元/平米/月,暂无信息,暂无信息,1栋,120户
瑞岭翠苑,(兰州新区兰州新区)栖霞湖西路34号,5540,板楼/塔板结合,1.5至3.5元/平米/月,暂无信息,暂无信息,22栋,765户
彩虹城B区,(兰州新区兰州新区)黄河大道西段2130号,5062,塔楼/板楼/塔板结合,1.5元/平米/月,暂无信息,暂无信息,48栋,5500户
彩虹城A区,(兰州新区兰州新区)黄河大道彩虹城A区,4494,塔楼/板楼/塔板结合/平房,1.5元/平米/月,暂无信息,暂无信息,32栋,3370户
省建一安三分公司家属院,(西固区西固城)西固西路137-145号,6710,未知类型,10元/平米/月,暂无信息,暂无信息,1栋,90户
绿地瓦萨公馆,(兰州新区兰州新区)五台山路绿地瓦萨公馆,6262,板楼/塔板结合,1.5元/平米/月,暂无信息,暂无信息,15栋,3096户
祥和景苑,(兰州新区兰州新区)甘肃省兰州市永登县汾河街1256号,6070,板楼/塔板结合,1.4至1.5元/平米/月,暂无信息,暂无信息,42栋,4275户
新九州花园一号区,(城关区黄河北)九州大道26-48号,7773,板楼/塔板结合,0.5元/平米/月,兰州宏顺物业管理有限公司,暂无信息,9栋,207户
阳光家园三区,(城关区九州)九州大道190-208号,7635,塔板结合,0.5元/平米/月,暂无信息,暂无信息,3栋,192户
保利领秀山二区,(皋兰县十里店)北环路保利领秀山二区,7539,塔楼/板楼/塔板结合,1.8元/平米/月,保利物业发展股份有限公司兰州分公司,"保利（北京）房地产开发有限公司,保利地产",6栋,638户
兰石家园,(兰州新区兰州新区)白龙江街兰石家园,5560,塔楼/板楼/塔板结合,1.5元/平米/月,暂无信息,暂无信息,39栋,3912户
瑞岭馨苑,(兰州新区兰州新区)南北二路瑞岭馨苑,4666,未知类型,1.5元/平米/月,暂无信息,暂无信息,3栋,488户
红山万和城,(城关区火车站)红山根东路374-458号,9422,塔楼/板楼/塔板结合,1至1.7元/平米/月,兰州沃特物业公司,兰州友信置业有限公司,23栋,4612户
剑桥郡,(城关区碧桂园)青石路2-30号,9277,板楼/塔板结合,1.7至3元/平米/月,兰州益群物业管理有限公司,碧桂园集团,23栋,843户
诺四,(城关区碧桂园)盐什公路诺四,9717,板楼/塔板结合,1.73至1.78元/平米/月,天庆物业,碧桂园集团,16栋,1432户
诺三,(城关区碧桂园)青白石街碧桂园诺三,9522,板楼,1.73元/平米/月,广东碧桂园物业服务股份有限公司兰州分公司,碧桂园,7栋,1259户
碧桂园天麓山,(城关区碧桂园)北环路兰州碧桂园天麓山,9302,板楼/塔板结合,1.72至1.73元/平米/月,暂无信息,碧桂园,20栋,886户
元森北新时代（石榴园）,(城关区黄河北)东李家湾113-139号,9627,塔楼/板楼/塔板结合,1.5至1.8元/平米/月,兰州安达物业管理有限公司,兰州市元森房地产开发有限公司,8栋,3408户
爱丁堡4号院,(城关区碧桂园)盐什公路兰州碧桂园爱丁堡4#,9045,板楼/塔板结合,1.73至2.5元/平米/月,暂无信息,碧桂园,9栋,590户
建兰丽苑,(七里河区晏家坪)建兰新村301-421号,9587,板楼,0.5至1.25元/平米/月,兰州市国资委物业管理有限公司,兰州富润房地产开发有限公司,13栋,2241户
保利领秀山一区,"(皋兰县十里店)北环路保利•领秀山一区, 北环路保利领秀山一区",8041,板楼,1.8元/平米/月,保利物业发展股份有限公司,"保利（北京）房地产开发有限公司,保利地产",7栋,1624户
四和居,(城关区九州)九州大道300-312号,9118,板楼,0.5元/平米/月,兰州银安物业管理有限公司,四金房产,7栋,580户
甘南花园（五一山新村）,(城关区大沙坪)五一山新村33-189号,9112,板楼/塔板结合,0.5至1.5元/平米/月,甘肃怡园物业管理有限公司, 重庆汇东房地产开发有限公司,16栋,1242户
田园雅居,(西固区兰炼十字)西固中路1190-1206,8807,板楼,1元/平米/月,兰州居安物业有限公司,暂无信息,3栋,364户
爱丁堡三号院,(城关区碧桂园)盐什公路爱丁堡三号院,9700,板楼/塔板结合,1.73元/平米/月,暂无信息,碧桂园集团,4栋,687户
西脉家园,"(七里河区郑家庄)西津西路895-901号, 西津西路905号, 西津西路909-911号, 西津西路931-953号",8144,板楼/塔板结合,0.5至1.7元/平米/月,兰州益建物业管理有限责任公司, 大理耀鹏房地产开发有限责任公司,11栋,2541户
八街坊,(西固区兰炼十字)玉门街504-552,9302,板楼/塔板结合,0.8至1.5元/平米/月,建工物业,兰州家铭房地产置业有限责任公司,10栋,1342户
比科新小区,"(城关区万达大润发)雁宁路9附1-附2号, 雁宁路9-17号",8168,板楼/塔板结合,0.5至1.7元/平米/月,无物业管理服务,铁路局,2栋,411户
元森北新时代（玉兰园）,(城关区黄河北)东李家湾路57-62号,9464,板楼,1.7元/平米/月,暂无信息,兰州民百置业有限公司,3栋,1224户
红山绿茵小区,(城关区火车站)红山根西路259-313号,8953,塔楼/板楼/塔板结合,1至1.7元/平米/月,金伦物业, 陕西亿润经贸有限公司 ,14栋,2398户
约克郡三号院,(城关区碧桂园)盐什公路约克郡3组,9705,塔楼/板楼/塔板结合,1.73至3元/平米/月,永新华物业,碧桂园集团,13栋,1039户
天恒·银滩花园B区,"(七里河区秀川)马滩路14-46号, 马滩路68号, 马滩路72-96号",9205,塔楼/板楼/塔板结合,0.6至2元/平米/月,兰州银滩花园物业管理有限公司,甘肃天恒房地产开发有限公司,21栋,4247户
世纪新村A区,(城关区东部)雁儿湾路5-39号,9749,板楼/塔板结合,0.4至1.45元/平米/月,甘肃兰泰物业管理有限责任公司,世纪城,7栋,802户
雁乐家苑,(城关区雁滩高新区)雁兴路326号附1-附16,8410,塔楼/板楼/塔板结合,1.2至5元/平米/月,兰州沃特物业公司,兰州民百置业有限公司,12栋,2094户
兰通厂家属院,"(七里河区郑家庄)南湾26-76号, 南湾11-165号, 南湾181-215号",9754,板楼/塔板结合,0.04至20元/平米/月,兰州益群物业管理有限公司,	西安大德房地产开发有限公司,30栋,1944户
方新雅苑,(西固区兰炼十字)玉门街740-750号,8881,塔楼/板楼,0.5至1元/平米/月,兰州石化物业管理有限公司, 五指山水墨雨林置业有限公司,11栋,788户
青黛鸿儒园,(七里河区郑家庄)东坪街510-516号,8392,板楼,1.3元/平米/月,兰州居利物业服务有限公司,兰州大坤房地产开发有限公司,2栋,924户
银河国际居住区（二期）,(城关区碧桂园)北环路银河国际居住区,9687,板楼/塔板结合,1.8元/平米/月,暂无信息,甘肃永坤置业有限公司,39栋,3410户
亨达小区,(城关区九州)九州大道181-219号,8315,板楼,0.5元/平米/月,西北永新甘肃物业有限公司,兰州永通房屋开发有限公司,6栋,353户
七里河区林业局家属院,"(七里河区建工局)上西园250号, 上西园258号, 上西园284-286号, 上西园306-344号",8810,板楼/塔板结合,0.3至0.5元/平米/月,兰州聚兴物业管理有限公司,众开集团,10栋,883户
开宸女装批发城,(城关区东部)东岗东路1989号,8864,板楼,1.5元/平米/月,金伦物业,甘肃省城市房地产开发有限责任公司,2栋,196户
伊顿郡,(城关区碧桂园)北环路伊顿郡,9344,板楼,1.72至5元/平米/月,广东碧桂园物业服务股份有限公司兰州分公司,兰州碧桂园房地产开发有限公司,6栋,633户
天昱凤凰城C区,(城关区九州)九州东环路102-214号,9144,板楼/塔板结合,1.5至2元/平米/月,兰州安达物业管理有限公司, 合肥万科瑞翔地产有限公司,14栋,2596户
土门墩小区,"(七里河区晏家坪)龚家坪北路267-301号, 龚家坪北路309-371号",9252,板楼/塔板结合,0.2至0.5元/平米/月,天庆物业,兰州友信置业有限公司,10栋,1057户
兰州市焦家湾粮库家属院,(城关区火车站)排洪南路32-54号,9246,板楼,0.25至0.3元/平米/月,兰州万成物业管理有限公司临夏分公司,置业公司宜兴公司,2栋,202户
怡安小区(西固区),"(西固区西固城)西固西路39-47号, 清水南路99-165号",8923,板楼,0.5至1元/平米/月,齐建物业,暂无信息,8栋,1110户
