小区名称,地址,参考价格,建筑类型,物业费用,物业公司,开发商,楼栋总数,房屋总数
森铁南巷14号,(章贡区黄金开发区)森铁南巷14号,5904,未知类型,暂无信息,暂无信息,暂无信息,1栋,10户
东郊路28号,(章贡区老城区)东郊路28号,6697,板楼,暂无信息,暂无信息,暂无信息,2栋,15户
阳明苑,(信丰县信丰县)圣塔路2号,5921,未知类型,暂无信息,暂无信息,暂无信息,10栋,211户
东桥路30号,(章贡区老城区)东桥路30号,6655,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
城南大道东路9号,(赣县区赣县区)城南大道东路9号,6233,未知类型,暂无信息,暂无信息,暂无信息,2栋,81户
张家围21号,(章贡区老城区)张家围21号,6831,平房,暂无信息,暂无信息,暂无信息,2栋,15户
青年路29号,(章贡区老城区)青年路29号,6606,未知类型,暂无信息,暂无信息,暂无信息,1栋,20户
东桥路26号,(章贡区老城区)东桥路26号,6437,板楼,暂无信息,暂无信息,暂无信息,1栋,32户
赣泉路49号,"(章贡区老城区)赣泉路49号,赣泉路47号",6264,未知类型,暂无信息,暂无信息,暂无信息,1栋,30户
龙湖井4号,(章贡区老城区)体育路龙湖井4号,6413,未知类型,暂无信息,暂无信息,暂无信息,1栋,36户
金湖小区,(章贡区黄金开发区)宋城路金湖小区,6101,板楼,1元/平米/月,暂无信息,暂无信息,14栋,466户
香江国际,(宁都县宁都县)文安路香江国际,6231,未知类型,暂无信息,暂无信息,暂无信息,1栋,256户
八境路7号,(章贡区老城区)八境路7号,6605,未知类型,暂无信息,暂无信息,暂无信息,3栋,60户
西津路38号支巷,(章贡区老城区)西津路38号支巷,6148,未知类型,暂无信息,暂无信息,暂无信息,1栋,20户
幸福佳园一期,(石城县石城县)东华北路43号,6267,未知类型,暂无信息,暂无信息,暂无信息,6栋,103户
厚德路75号,(章贡区老城区)厚德路75号,6043,板楼,暂无信息,暂无信息,暂无信息,1栋,21户
水厂宿舍,(章贡区老城区)赣泉路51号,6223,平房,暂无信息,暂无信息,暂无信息,3栋,22户
梅林大街60号,(赣县区赣县区)梅林大街60号,6318,未知类型,暂无信息,暂无信息,暂无信息,1栋,10户
文明大道112号,(章贡区老城区)文明大道112号,6477,塔楼/平房,3元/平米/月,暂无信息,金广物业,5栋,338户
体育新居,(信丰县信丰县)圣塔西路体育新居,6548,未知类型,暂无信息,暂无信息,暂无信息,2栋,56户
江湾国际,(信丰县信丰县)滨江大道江湾国际,6342,未知类型,暂无信息,暂无信息,暂无信息,4栋,784户
厚德路86号,(章贡区老城区)厚德路86号,6680,塔板结合,0.5元/平米/月,小区委员会自管, 陕西亿润经贸有限公司 ,3栋,212户
文清路73号,(章贡区老城区)文清路73号,6364,平房,0.8元/平米/月,暂无信息,无,1栋,49户
姚府里,(章贡区老城区)健康路姚府里,6122,板楼/平房,2元/平米/月,暂无信息,大连金湾实业有限公司,19栋,318户
南河路8号,(章贡区老城区)南河路8号,6305,塔楼/板楼,0.5元/平米/月,暂无信息,江西天祥置业有限公司,5栋,81户
群星住宅小区,(章贡区老城区)张家围路15号,6418,板楼,0.5元/平米/月,小区委员会自管,广东建总实业发展公司,11栋,465户
洪城巷2号,(章贡区老城区)洪城巷2号,6599,板楼/平房,1.3元/平米/月,暂无信息,江西盛太阳实业有限公司,3栋,100户
西桥路11号,(章贡区老城区)江西省赣州市章贡区南外街道廉泉路春江花月A区,6585,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
金垅北苑,(信丰县信丰县)廖家垅巷金垅北苑,6172,未知类型,暂无信息,暂无信息,暂无信息,1栋,20户
蓉江东路201号,(南康区南康区)蓉江东路201号,5982,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
文清路48号,(章贡区老城区)文清路48号,6268,未知类型,暂无信息,暂无信息,暂无信息,1栋,11户
桃江龙城,(信丰县信丰县)信安路桃江龙城,6547,塔板结合,1.3至2元/平米/月,繁荣物业,山西中中房地产开发有限公司,20栋,3079户
永康大楼,(于都县于都县)长征大道永康大楼,6045,未知类型,暂无信息,暂无信息,暂无信息,2栋,138户
紫荆花园,(章贡区老城区)营角上路11号,6141,平房,0.5元/平米/月,小区委员会自管,合肥万科金湾地产有限公司,6栋,170户
杨公路,(于都县于都县)杨公路,6295,未知类型,暂无信息,暂无信息,暂无信息,3栋,20户
苹果部落,(章贡区蓉江新区)师院南路1号,6255,塔楼/板楼,0.6至2.3元/平米/月,暂无信息,中海地产,6栋,646户
金城苑,(章贡区老城区)东胜山路15号,6604,塔楼/板楼,1元/平米/月,暂无信息, 合肥万科瑞翔地产有限公司,3栋,96户
小南门,(章贡区老城区)红旗大道小南门,6495,板楼/平房,1至3.5元/平米/月,小区委员会自管, 重庆汇东房地产开发有限公司,26栋,795户
小教场1号,(章贡区老城区)文清路小教场1号,6590,平房,暂无信息,暂无信息,金辉地产,2栋,42户
东胜花园小区,(章贡区老城区)东胜山路25号,6240,板楼,0.6元/平米/月,小区委员会自管,杭州东胜置业有限公司,4栋,189户
厚德路30号,(章贡区老城区)厚德路30号,6182,平房,暂无信息,江西燕兴物业管理有限公司,暂无信息,1栋,21户
建国路小区,(章贡区老城区)西津路1号,6287,板楼/平房,1元/平米/月,小区委员会自管,中交置业有限公司,11栋,529户
人民医院宿舍,(章贡区老城区)红旗大道15号,6272,平房,0.5元/平米/月,暂无信息,赣州昌泰资产管理有限公司,10栋,372户
东阳山路,(章贡区老城区)东阳山路,6157,板楼/平房,0.5至11元/平米/月,暂无信息,金广物业,29栋,833户
星港湾,(信丰县信丰县)星村路星港湾,6235,未知类型,暂无信息,暂无信息,暂无信息,17栋,519户
民心苑小区,(章贡区老城区)张家围路民心苑小区,6581,塔楼/板楼,0.7元/平米/月,暂无信息,南昌联发置业有限公司,7栋,217户
百合苑小区,(章贡区老城区)文明大道115号,6670,板楼,0.6元/平米/月,暂无信息,碧桂园,6栋,319户
龙翔苑,(于都县于都县)杨公路58号,6081,未知类型,暂无信息,暂无信息,暂无信息,1栋,20户
鸿顺楼,(于都县于都县)站前南路363号,6566,平房,暂无信息,暂无信息,暂无信息,1栋,60户
东桥路5号,(章贡区老城区)东桥路5号,6639,未知类型,暂无信息,暂无信息,暂无信息,1栋,33户
环城路21号,(章贡区老城区)环城路21号,6280,平房,0.5元/平米/月,暂无信息, 重庆桥达茂宸房地产开发有限公司,2栋,56户
银海苑,(章贡区老城区)厚德路66号,6359,板楼,0.6元/平米/月,暂无信息,江西省银海棉麻有限公司,9栋,338户
东北路6号,(章贡区老城区)东北路6号,6019,未知类型,暂无信息,暂无信息,暂无信息,2栋,31户
八境路25号,(章贡区老城区)八境路25号,6306,塔楼,暂无信息,无,赣州航城置业有限公司,2栋,45户
大华兴街10号,(章贡区老城区)大华兴街10号,6031,板楼,0.5至0.6元/平米/月,小区委员会自管,中海地产,2栋,91户
小南村,(章贡区老城区)小南村,5925,板楼/塔板结合,0.5元/平米/月,暂无信息,赣州宝义置业有限公司,14栋,226户
文清路4号,(章贡区老城区)文清路4号,6794,板楼,暂无信息,暂无信息,暂无信息,3栋,52户
赣江路3号,(章贡区老城区)赣江路3号,5930,平房,暂无信息,暂无信息,暂无信息,1栋,42户
赣四中家居小区,(章贡区老城区)健康路赣四中家居小区,6453,塔楼/板楼/平房,0.6至2.2元/平米/月,暂无信息, 陕西亿润经贸有限公司 ,5栋,189户
旺角华庭,(兴国县兴国县)平川大道129号,6219,未知类型,暂无信息,暂无信息,暂无信息,2栋,400户
东阳山路10号,(章贡区老城区)东阳山路10号,6433,平房,2元/平米/月,暂无信息,江西天祥置业有限公司,1栋,44户
碧水蓝天A区,(信丰县信丰县)一清路碧水蓝天A区,6280,未知类型,暂无信息,暂无信息,暂无信息,15栋,328户
文明大道71-73号巷,(章贡区老城区)文明大道71-73号巷,6655,平房,暂无信息,暂无信息,暂无信息,2栋,188户
三康庙社区,(章贡区老城区)西桥路7-1号,5982,板楼/塔板结合,0.5元/平米/月,无,金辉集团,3栋,117户
厚德路53号,(章贡区老城区)厚德路53号,6638,平房,暂无信息,暂无信息,暂无信息,2栋,24户
文明大道16号,(章贡区老城区)文明大道16号,6247,板楼,2.6元/平米/月,广东碧桂园物业服务股份有限公司,碧桂园,1栋,42户
小南门20号,(章贡区老城区)厚德路小南门20号,6333,板楼,3.2元/平米/月,小区委员会自管,金科集团苏州金科科润房地产开发有限公司,2栋,58户
如意花园,(章贡区老城区)文明大道40号,6352,塔楼/板楼,0.5元/平米/月,锦园物业管理有限公司,赣州宝义置业有限公司,2栋,118户
阳明华府,(信丰县信丰县)星村路阳明华府,6443,未知类型,暂无信息,暂无信息,暂无信息,11栋,402户
圣塔阳光城,(信丰县信丰县)深圳大道圣塔阳光城,6159,未知类型,暂无信息,暂无信息,暂无信息,15栋,993户
杨判巷19号,(章贡区老城区)杨判巷19号,6029,板楼/平房,30元/平米/月,暂无信息,赣州昌泰资产管理有限公司,4栋,107户
环城路4号,(章贡区老城区)环城路4号,6396,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
亚琦东山苑,(南康区南康区)工业大道亚琦东山苑,6083,未知类型,暂无信息,暂无信息,暂无信息,1栋,124户
健康路4号,(章贡区老城区)健康路4号,6211,未知类型,暂无信息,暂无信息,暂无信息,1栋,2户
大公路33号,(章贡区老城区)大公路33号,6555,板楼,暂无信息,暂无信息,暂无信息,2栋,18户
钓鱼台11号,(章贡区老城区)钓鱼台11号,6284,未知类型,暂无信息,暂无信息,暂无信息,1栋,14户
城南花园,(信丰县信丰县)中学路城南花园,6677,未知类型,暂无信息,暂无信息,暂无信息,9栋,1244户
阳光花园,(于都县于都县)雩山大道421号,6488,未知类型,暂无信息,暂无信息,暂无信息,1栋,36户
东胜花园小区,(章贡区老城区)东胜山路25号,6240,板楼,0.6元/平米/月,小区委员会自管,杭州东胜置业有限公司,4栋,189户
大华兴街10号,(章贡区老城区)大华兴街10号,6031,板楼,0.5至0.6元/平米/月,小区委员会自管,中海地产,2栋,91户
小南村,(章贡区老城区)小南村,5925,板楼/塔板结合,0.5元/平米/月,暂无信息,赣州宝义置业有限公司,14栋,226户
东桥路5号,(章贡区老城区)东桥路5号,6639,未知类型,暂无信息,暂无信息,暂无信息,1栋,33户
银海苑,(章贡区老城区)厚德路66号,6359,板楼,0.6元/平米/月,暂无信息,江西省银海棉麻有限公司,9栋,338户
厚德路30号,(章贡区老城区)厚德路30号,6182,平房,暂无信息,江西燕兴物业管理有限公司,暂无信息,1栋,21户
群星住宅小区,(章贡区老城区)张家围路15号,6418,板楼,0.5元/平米/月,小区委员会自管,广东建总实业发展公司,11栋,465户
金城苑,(章贡区老城区)东胜山路15号,6604,塔楼/板楼,1元/平米/月,暂无信息, 合肥万科瑞翔地产有限公司,3栋,96户
小南门,(章贡区老城区)红旗大道小南门,6495,板楼/平房,1至3.5元/平米/月,小区委员会自管, 重庆汇东房地产开发有限公司,26栋,795户
建国路小区,(章贡区老城区)西津路1号,6287,板楼/平房,1元/平米/月,小区委员会自管,中交置业有限公司,11栋,529户
苹果部落,(章贡区蓉江新区)师院南路1号,6255,塔楼/板楼,0.6至2.3元/平米/月,暂无信息,中海地产,6栋,646户
旺角华庭,(兴国县兴国县)平川大道129号,6219,未知类型,暂无信息,暂无信息,暂无信息,2栋,400户
东阳山路10号,(章贡区老城区)东阳山路10号,6433,平房,2元/平米/月,暂无信息,江西天祥置业有限公司,1栋,44户
东阳山路8号,(章贡区老城区)东阳山路8号,6777,板楼,0.5至11元/平米/月,无物业管理服务,金科集团苏州金科科润房地产开发有限公司,5栋,114户
文清路73号,(章贡区老城区)文清路73号,6364,平房,0.8元/平米/月,暂无信息,无,1栋,49户
城南新区,(赣县区赣县区)赣县区梅林镇城南大道,6349,未知类型,暂无信息,暂无信息,暂无信息,1栋,14户
上宾公馆,(瑞金市瑞金市)利民路上宾公馆,6256,未知类型,暂无信息,暂无信息,暂无信息,7栋,256户
厚德路5号,(章贡区老城区)厚德路5号,6247,板楼,暂无信息,暂无信息,暂无信息,1栋,42户
名门世家,(于都县于都县)杨公路312号,6611,未知类型,暂无信息,暂无信息,暂无信息,10栋,409户
瑞鑫佳苑B区,(瑞金市瑞金市)金三路瑞鑫佳苑B区,5893,未知类型,暂无信息,暂无信息,暂无信息,4栋,29户
红旗大道49号,(章贡区老城区)红旗大道49号,6435,未知类型,暂无信息,暂无信息,暂无信息,1栋,30户
药材公司家属楼,(赣县区赣县区)梅林大街48号,5904,未知类型,暂无信息,暂无信息,暂无信息,3栋,65户
金域东方,(赣县区赣县区)梅林大街116号,6339,未知类型,暂无信息,暂无信息,暂无信息,2栋,87户
南水六十米大道9-10号,"(南康区南康区)南水六十米大道9号,南水六十米大道10号",6455,未知类型,暂无信息,暂无信息,暂无信息,1栋,14户
赣州市公路局宿舍,(章贡区老城区)章江北大道90号,5893,板楼,0.5元/平米/月,暂无信息,暂无信息,3栋,23户
东北路6号,(章贡区老城区)东北路6号,6019,未知类型,暂无信息,暂无信息,暂无信息,2栋,31户
环城路21号,(章贡区老城区)环城路21号,6280,平房,0.5元/平米/月,暂无信息, 重庆桥达茂宸房地产开发有限公司,2栋,56户
文清路4号,(章贡区老城区)文清路4号,6794,板楼,暂无信息,暂无信息,暂无信息,3栋,52户
八境路25号,(章贡区老城区)八境路25号,6306,塔楼,暂无信息,无,赣州航城置业有限公司,2栋,45户
小教场1号,(章贡区老城区)文清路小教场1号,6590,平房,暂无信息,暂无信息,金辉地产,2栋,42户
百合苑小区,(章贡区老城区)文明大道115号,6670,板楼,0.6元/平米/月,暂无信息,碧桂园,6栋,319户
洪城巷2号,(章贡区老城区)洪城巷2号,6599,板楼/平房,1.3元/平米/月,暂无信息,江西盛太阳实业有限公司,3栋,100户
民心苑小区,(章贡区老城区)张家围路民心苑小区,6581,塔楼/板楼,0.7元/平米/月,暂无信息,南昌联发置业有限公司,7栋,217户
八境路23号,(章贡区老城区)八境路21号,6001,未知类型,暂无信息,暂无信息,暂无信息,1栋,7户
张家围路24号,(章贡区老城区)张家围路24号,6023,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
生佛坛前5号,(章贡区老城区)生佛坛前5号,6512,未知类型,暂无信息,暂无信息,暂无信息,1栋,28户
二中东路27号,(赣县区赣县区)赣县梅林镇二中东路27号,5866,未知类型,暂无信息,暂无信息,暂无信息,1栋,2户
厚德路93号,(章贡区老城区)厚德路93号,6182,平房,暂无信息,暂无信息,暂无信息,1栋,16户
环城路4号,(章贡区老城区)环城路4号,6396,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
人民医院宿舍,(章贡区老城区)红旗大道15号,6272,平房,0.5元/平米/月,暂无信息,赣州昌泰资产管理有限公司,10栋,372户
东阳山路,(章贡区老城区)东阳山路,6157,板楼/平房,0.5至11元/平米/月,暂无信息,金广物业,29栋,833户
南京路3号,(章贡区老城区)南京路3号,5869,板楼,暂无信息,暂无信息,暂无信息,1栋,132户
江西赣州技师学院宿舍,(章贡区站北区)站前大道辅路江西赣州技师学院宿舍,6202,未知类型,暂无信息,暂无信息,暂无信息,3栋,113户
鑫安佳苑,(南康区南康区)东山北路鑫安佳苑,6805,板楼/塔板结合,1元/平米/月,暂无信息,保定市大华房地产开发有限公司,6栋,408户
瑞欣花园,(赣县区赣县区)富豪路瑞欣花园,6424,未知类型,暂无信息,暂无信息,暂无信息,7栋,171户
谦芳新城,(赣县区赣县区)赣新大道谦芳新城,6161,未知类型,暂无信息,暂无信息,暂无信息,2栋,84户
南河路8号,(章贡区老城区)南河路8号,6305,塔楼/板楼,0.5元/平米/月,暂无信息,江西天祥置业有限公司,5栋,81户
领秀江南,(于都县于都县)楂林大道61号,6449,板楼,0.5至1.2元/平米/月,暂无信息,暂无信息,27栋,724户
东郊路85号,(章贡区老城区)东郊路85号,6480,未知类型,暂无信息,暂无信息,暂无信息,1栋,7户
文明大道112号,(章贡区老城区)文明大道112号,6477,塔楼/平房,3元/平米/月,暂无信息,金广物业,5栋,338户
江湾国际,(信丰县信丰县)滨江大道江湾国际,6342,未知类型,暂无信息,暂无信息,暂无信息,4栋,784户
营角6号,(章贡区老城区)营角6号,6365,板楼,暂无信息,暂无信息,暂无信息,3栋,72户
姚府里,(章贡区老城区)健康路姚府里,6122,板楼/平房,2元/平米/月,暂无信息,大连金湾实业有限公司,19栋,318户
阳明路28号,(章贡区老城区)均井巷57号,6311,板楼/平房,0.5至11元/平米/月,深圳市金地物业管理有限公司,金科集团苏州金科科润房地产开发有限公司,4栋,180户
银兴小区,(章贡区老城区)八一四大道21号,6089,板楼,0.5至1元/平米/月,银兴物业,怀来行星房地产开发有限公司,9栋,340户
恒辉大景城,(南康区南康区)迎宾南大道2号,6358,板楼/塔板结合,1至1.7元/平米/月,赣州金皇物业有限公司,赣州航城置业有限公司,10栋,854户
金港花園,(章贡区老城区)文明大道42-2号,5890,板楼,0.5元/平米/月,金港花园物业, 合肥万科瑞翔地产有限公司,4栋,217户
文清路69号,(章贡区老城区)文清路69号,6047,平房,30元/平米/月,暂无信息,赣州昌泰资产管理有限公司,2栋,113户
健康路9号,(章贡区老城区)健康路9号,5995,平房,10元/平米/月,暂无信息,赣州航城置业有限公司,1栋,30户
红环路24号,(章贡区老城区)红环路24号,6432,塔板结合/平房,1.4元/平米/月,暂无信息,江西新融合置业有限公司,5栋,244户
赣泉路,(章贡区老城区)赣泉路14号,6006,板楼,暂无信息,暂无信息,暂无信息,6栋,13户
体育新居,(信丰县信丰县)圣塔西路体育新居,6548,未知类型,暂无信息,暂无信息,暂无信息,2栋,56户
厚德路86号,(章贡区老城区)厚德路86号,6680,塔板结合,0.5元/平米/月,小区委员会自管, 陕西亿润经贸有限公司 ,3栋,212户
文明大道105号,(章贡区老城区)文明大道105号巷,6212,平房,1.2元/平米/月,暂无信息,赣州国强房地产开发有限公司,2栋,56户
硕博园,(南康区南康区)学府路6号,6029,平房,暂无信息,暂无信息,暂无信息,3栋,241户
林润楼,(章贡区老城区)营角上路19号,6483,板楼,0.2元/平米/月,暂无信息,赣州昌泰资产管理有限公司,1栋,24户
环城路16号,(章贡区老城区)环城路16号,6492,未知类型,暂无信息,暂无信息,暂无信息,1栋,21户
翠松花园,(章贡区老城区)章江北大道46号,6721,板楼,0.5元/平米/月,赣州市港源物业管理有限公司, 重庆汇东房地产开发有限公司,3栋,120户
新赣南路社区,(章贡区老城区)九曲巷1号,6602,板楼/塔板结合,0.5元/平米/月,小区委员会自管, 重庆桥达茂宸房地产开发有限公司,10栋,330户
瑞峰花园,(南康区南康区)天马山大道5号,6649,板楼,0.6至1.1元/平米/月,暂无信息,暂无信息,9栋,254户
城发康顺花苑,(章贡区蓉江新区)潭口大道城发康顺花苑,6366,未知类型,1.2元/平米/月,深圳市彩生活物业管理有限公司,暂无信息,6栋,203户
红旗大道2号,(章贡区老城区)红旗大道2号,6221,平房,1元/平米/月,暂无信息, 重庆桥达茂宸房地产开发有限公司,3栋,56户
章江北大道130号,(章贡区老城区)章江北大道130号,6052,板楼,暂无信息,暂无信息,暂无信息,1栋,56户
新市民公寓,(章贡区站北区)公园东路10号,6492,板楼/塔板结合,0.6至1.2元/平米/月,博德物业有限公司,赣州昌泰资产管理有限公司,12栋,554户
青年路2号,(章贡区老城区)青年路2号,6079,板楼,暂无信息,赣州德威物业,赣州航城置业有限公司,5栋,131户
先锋花园,(赣县区赣县区)梅林大街106号,6464,未知类型,暂无信息,暂无信息,暂无信息,4栋,100户
时间公园三期,(章贡区水东)虔东大道86号,7716,板楼/塔板结合,0.5至1元/平米/月,远洋亿家,碧桂园,76栋,1766户
七一九社区南苑,(章贡区黄金开发区)金岭大道9号,7642,板楼,1.2元/平米/月,暂无信息, 重庆汇东房地产开发有限公司,16栋,864户
文明大道80号院,(章贡区老城区)文明大道80号院,6887,平房,0.5元/平米/月,暂无信息, 太原俊景房地产开发有限公司,2栋,102户
名鑫苑,(章贡区黄金开发区)金东路明鑫苑,7112,塔楼/板楼/塔板结合,0.5至1.2元/平米/月,赣州景森物业有限公司,厦门赣商投资有限公司,21栋,642户
高校服务区二期,(章贡区蓉江新区)师院南路高校服务区二期,7130,板楼/塔板结合,0.4至0.5元/平米/月,暂无信息, 重庆汇东房地产开发有限公司,8栋,503户
佳兴文峰花园,(南康区南康区)文峰路佳兴文峰花园,7607,板楼,1.1元/平米/月,万鼎物业,暂无信息,9栋,1947户
贡庭文苑东区,(赣县区赣县区)城南大道东路5号,6788,板楼/平房,0.3至1.2元/平米/月,赣州星洲物业管理公司,赣州华利房地产开发有限公司,14栋,474户
恒辉大名城,(南康区南康区)蓝田大道恒辉大名城,7125,塔板结合,1至2.5元/平米/月,金碧物业,恒大集团,10栋,754户
金瑞花园,(章贡区老城区)西郊路10-18号,6854,塔板结合,2.6元/平米/月,碧桂园物业服务,赣州市宏康房地产开发有限公司,2栋,78户
康逸家园,(章贡区黄金开发区)金岭大道7号,7417,板楼,1元/平米/月,暂无信息,上海康之家置业有限公司,1栋,56户
贡江首座,(赣县区赣县区)贡江大道贡江首座,7791,塔楼,1.5元/平米/月,暂无信息,赣州昌泰资产管理有限公司,8栋,88户
安居社区三期,(章贡区黄金开发区)金岭路安居社区,7699,板楼,1元/平米/月,暂无信息,赣州金晨房地产开发有限公司,10栋,361户
华瑞花园,(章贡区黄金开发区)华坚路1号,7423,塔楼/板楼,1元/平米/月,小区委员会自管,赣州宝义置业有限公司,4栋,79户
花样年华,(章贡区黄金开发区)金东路花样年华,7247,板楼,暂无信息,彩生活物业有限公司,赣州航城置业有限公司,6栋,275户
鑫龙苑,(于都县于都县)工业大道26号,6859,未知类型,暂无信息,暂无信息,暂无信息,11栋,292户
永康华庭,(章贡区老城区)章江北大道94号,7198,板楼,暂无信息,暂无信息,暂无信息,2栋,52户
涌金豪庭,(章贡区老城区)濂溪路7号,7050,板楼,1元/平米/月,小区委员会自管, 合肥万科瑞翔地产有限公司,2栋,140户
下壕塘社区文明楼院,(章贡区老城区)环城路14号,7340,塔楼,0.5元/平米/月,暂无信息,河南中中置业集团有限公司,6栋,136户
赣电南苑,(章贡区老城区)红旗大道31号,7449,塔楼,0.9元/平米/月,赣州赣电物业有限公司,赣州航城置业有限公司,22栋,963户
中山名轩,(章贡区老城区)解放路10号,7158,板楼,0.4元/平米/月,小区委员会自管,大连金湾实业有限公司,1栋,49户
南河苑小区,(章贡区老城区)南河路10-10号,6259,板楼,0.5元/平米/月,暂无信息,大连金湾实业有限公司,1栋,33户
富莱嘉园小区,(章贡区老城区)红旗大道52号,7383,平房,0.5元/平米/月,暂无信息,金科集团苏州金科科润房地产开发有限公司,2栋,117户
南河花园,(章贡区老城区)南河路25号,7205,板楼,1元/平米/月,暂无信息,河南中中置业集团有限公司,5栋,185户
景荣嘉苑,(章贡区黄金开发区)金元路2号,7442,板楼,0.36元/平米/月,暂无信息,招商局,6栋,274户
张家围路19号,(章贡区老城区)张家围路19号,7014,板楼/平房,1.2元/平米/月,暂无信息,赣州宝义置业有限公司,2栋,40户
正源学府嘉园,(南康区南康区)南水大道正源学府嘉园,5864,塔板结合,1元/平米/月,暂无信息,赣州宝义置业有限公司,1栋,128户
梅林新村南区,(赣县区赣县区)银河大道梅林新村南区,6135,板楼,1元/平米/月,暂无信息,赣州绿地置业有限公司,34栋,1003户
光华苑,(章贡区老城区)文明大道71号,6909,平房,0.5元/平米/月,暂无信息,赣州航城置业有限公司,2栋,49户
人民巷13号,(章贡区老城区)人民巷13号,7130,未知类型,暂无信息,暂无信息,暂无信息,1栋,36户
红环路20号,(章贡区老城区)红环路20号,7366,塔板结合,0.5至2.5元/平米/月,赣州市德威物业管理有限责任公司,赣州市章贡佳和置业有限公司,3栋,84户
欧博圣都汇,(赣县区赣县区)城北大道欧博圣都汇,7629,未知类型,暂无信息,深圳市彩生活服务集团有限公司,赣州欧博实业有限公司,5栋,382户
西津路34号支巷,(章贡区老城区)西津路34号支巷,7412,塔板结合,暂无信息,暂无信息,暂无信息,2栋,14户
锦绣嘉苑,(赣县区赣县区)双龙大道锦绣嘉苑,6956,未知类型,暂无信息,暂无信息,暂无信息,1栋,35户
西城商业中心,(章贡区黄金开发区)纬一路西城商业中心,7671,塔板结合,2.5元/平米/月,赣州鹏达物业服务有限公司,赣州国源置业有限公司,1栋,266户
滨江花城四期,(赣县区赣县区)梅林大街滨江花城四期,7300,未知类型,暂无信息,暂无信息,暂无信息,3栋,58户
小教场14号,(章贡区老城区)青年路小教场14号,6847,板楼,暂无信息,暂无信息,暂无信息,1栋,24户
梅林新村南区,(赣县区赣县区)银河大道梅林新村南区,6135,板楼,1元/平米/月,暂无信息,赣州绿地置业有限公司,34栋,1003户
钓鱼台5号,(章贡区老城区)钓鱼台5号,7319,板楼/平房,0.6元/平米/月,暂无信息,"""浙江富园房地产开发有限公司",3栋,122户
森铁小巷,(章贡区老城区)章江北大道森铁小巷,7050,板楼,暂无信息,暂无信息,暂无信息,1栋,24户
全球通小区,(章贡区老城区)章江北大道全球通小区,7292,塔板结合,1元/平米/月,暂无信息,河南中中置业有限公司,1栋,128户
厚德路34号,(章贡区老城区)厚德路34号,6894,塔楼/板楼,11元/平米/月,暂无信息,金辉集团,2栋,45户
环城路12号巷,(章贡区老城区)环城路12号巷,6950,平房,1元/平米/月,暂无信息,赣州昌泰资产管理有限公司,2栋,37户
回子地,(章贡区老城区)黄屋坪路回子地,7182,未知类型,暂无信息,暂无信息,暂无信息,2栋,50户
章江北大道24号,(章贡区老城区)章江北大道24号,7275,未知类型,1.69元/平米/月,暂无信息,暂无信息,1栋,126户
环城路25号,(章贡区老城区)环城路25号,7231,未知类型,2元/平米/月,暂无信息,暂无信息,1栋,2户
蕻菜塘41号,(章贡区老城区)蕻菜塘41号,7736,塔楼,暂无信息,无物业管理服务,暂无信息,1栋,15户
厚德路156号,(章贡区老城区)厚德路156号,6859,板楼,暂无信息,暂无信息,暂无信息,1栋,1户
文清路51号,(章贡区老城区)文清路51号,7138,塔板结合,暂无信息,无物业管理服务,暂无信息,2栋,2户
青年路9号,(章贡区老城区)青年路9号,7676,平房,1元/平米/月,宏鑫物业,河南中中置业集团有限公司,1栋,14户
二六四滨江小区,(章贡区老城区)黄屋坪路33号,6941,板楼,0.8元/平米/月,暂无信息,中海地产,5栋,151户
文明大道78号巷,(章贡区老城区)文明大道78号巷,7052,塔楼/塔板结合,0.6至0.9元/平米/月,华润置地,赣州昌泰资产管理有限公司,3栋,124户
人大宿舍,(章贡区老城区)文明大道人大宿舍,7269,塔板结合,1元/平米/月,暂无信息,赣州国强房地产开发有限公司,1栋,48户
赣州商贸城一区,(章贡区站北区)南大街赣州商贸城一区,7834,平房,1元/平米/月,保利物业发展股份有限公司,保利地产,1栋,884户
钓鱼台13号,(章贡区老城区)钓鱼台13号,7254,板楼,20元/平米/月,暂无信息,南昌联发置业有限公司,1栋,48户
人民巷15号,(章贡区老城区)人民巷15号,7255,未知类型,暂无信息,暂无信息,暂无信息,1栋,56户
上壕塘24号,(章贡区老城区)上壕塘24号,6995,未知类型,暂无信息,暂无信息,暂无信息,1栋,15户
黄屋坪路9号,(章贡区老城区)黄屋坪路9号,7373,平房,暂无信息,暂无信息,暂无信息,2栋,56户
潮里湾,(章贡区老城区)章江北大道潮里湾,7110,板楼,暂无信息,暂无信息,暂无信息,1栋,14户
南康中学桃李苑,(南康区南康区)学府路8号,7444,塔板结合,暂无信息,无物业管理服务,暂无信息,5栋,620户
赣南家居卫浴城,(章贡区黄金开发区)赣州经济技术开发区金东路西侧、客家大道北侧,7337,未知类型,暂无信息,暂无信息,暂无信息,1栋,140户
二六四滨江小区,(章贡区老城区)黄屋坪路33号,6941,板楼,0.8元/平米/月,暂无信息,中海地产,5栋,151户
