小区名称,地址,参考价格,建筑类型,物业费用,物业公司,开发商,楼栋总数,房屋总数
于中一路58号,(于都县于都县)于中一路58号,4802,未知类型,暂无信息,暂无信息,暂无信息,2栋,36户
红土岭小区,(信丰县信丰县)中学路红土岭小区,5490,未知类型,暂无信息,暂无信息,暂无信息,2栋,57户
城南大道西路1号,(赣县区赣县区)赣县城南大道西路1号,5794,未知类型,暂无信息,暂无信息,暂无信息,1栋,106户
阳光水岸9号小区,(于都县于都县)渡江大道83号,5515,未知类型,暂无信息,暂无信息,暂无信息,2栋,97户
金茂花园,(寻乌县寻乌县)长安大道金茂花园,5503,未知类型,暂无信息,暂无信息,暂无信息,8栋,192户
健康路75号,(章贡区老城区)健康路75号,5210,板楼,0.5元/平米/月,暂无信息,暂无信息,1栋,42户
龙泽居东区,(龙南县龙南县)龙泽路龙泽居东区,5791,未知类型,暂无信息,暂无信息,暂无信息,21栋,1102户
嘉乐华庭,(于都县于都县)爱莲路23号,5095,未知类型,暂无信息,暂无信息,暂无信息,3栋,44户
新大街147号,(章贡区蓉江新区)潭口镇教育街路新大街147号,5105,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
泛华盛世,(宁都县宁都县)翠微东路51号,5185,未知类型,暂无信息,暂无信息,暂无信息,29栋,742户
交通花园,(章贡区黄金开发区)宋城路9号,5741,塔板结合,1.2元/平米/月,赣州祥润物业,赣州昌泰资产管理有限公司,3栋,137户
文昌路542号,(于都县于都县)文昌路542号,5325,未知类型,暂无信息,暂无信息,暂无信息,1栋,56户
南康区龙岭镇知佳阁,(南康区南康区)南康区龙岭镇向阳村廖屋坝组,5370,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
红旗大道5号,(于都县于都县)红旗大道5号,5125,未知类型,暂无信息,暂无信息,暂无信息,5栋,120户
长征大道中140号,(于都县于都县)长征大道中140号,5516,未知类型,暂无信息,暂无信息,暂无信息,1栋,14户
五中林科所,(于都县于都县)雲山大道433号,5333,未知类型,暂无信息,暂无信息,暂无信息,1栋,14户
金禧宏业,(于都县于都县)红旗大道134号,5008,未知类型,暂无信息,暂无信息,暂无信息,2栋,59户
富商街12号,(赣县区赣县区)富商街12号,5227,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
中国人民银行家属院,(于都县于都县)长兴街中国人民银行家属院,4427,未知类型,暂无信息,暂无信息,暂无信息,1栋,12户
云山花园,(章贡区老城区)云山路4号,5368,板楼,0.5元/平米/月,暂无信息,赣州宝义置业有限公司,2栋,80户
瑞祥花園东区,(赣县区赣县区)红金大道39号,5802,板楼/平房,30元/平米/月,暂无信息,赣州航城置业有限公司,6栋,220户
方杆巷1号,(章贡区老城区)方杆巷1号,5393,平房,暂无信息,暂无信息,暂无信息,1栋,24户
东北路16号,(章贡区老城区)东北路16号,5167,平房,10元/平米/月,暂无信息,赣州宝义置业有限公司,1栋,320户
土管局集资楼,(信丰县信丰县)圣塔路土管局集资楼,4153,未知类型,暂无信息,暂无信息,暂无信息,1栋,18户
健康路57号,(章贡区老城区)健康路57号,5384,塔楼,暂无信息,暂无信息,暂无信息,1栋,29户
明珠楼,(南康区南康区)通用路明珠楼,4965,板楼/平房,1.1元/平米/月,暂无信息,暂无信息,6栋,144户
文明大道17号,(章贡区老城区)文明大道17号,5715,塔板结合/平房,0.6元/平米/月,暂无信息,越秀地产,2栋,79户
市立医院家属楼,(章贡区老城区)厚德路市立医院家属楼,4926,未知类型,暂无信息,暂无信息,暂无信息,3栋,100户
华厦花园,(章贡区老城区)生佛坛前17号,5580,塔楼,2.6元/平米/月,暂无信息,赣州市赣县区佳辉房地产有限公司,3栋,77户
新园小区,(南康区南康区)东山南路新园小区,4838,未知类型,暂无信息,暂无信息,暂无信息,1栋,56户
章贡路27号,(章贡区老城区)章贡路27号,4959,板楼,1元/平米/月,暂无信息,赣州昌泰资产管理有限公司,1栋,36户
储运路万田商住楼,(章贡区老城区)储运路万田商住楼,4828,未知类型,1.8元/平米/月,暂无信息,暂无信息,1栋,2户
慧明楼,(于都县于都县)于山大道慧明楼,5396,未知类型,暂无信息,暂无信息,暂无信息,1栋,24户
红旗大道40号,(于都县于都县)红旗大道40号,4880,未知类型,暂无信息,暂无信息,暂无信息,1栋,35户
宝丰苑小区,(信丰县信丰县)阳明南路267号,5493,未知类型,暂无信息,暂无信息,暂无信息,2栋,50户
圣塔国际新城,(信丰县信丰县)迎宾大道圣塔国际新城,4923,未知类型,暂无信息,暂无信息,暂无信息,9栋,1380户
广场西路14号楼,(章贡区蓉江新区)潭口镇广场西路14号,4476,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
嘉乐华庭,(于都县于都县)爱莲路23号,5095,未知类型,暂无信息,暂无信息,暂无信息,3栋,44户
新大街147号,(章贡区蓉江新区)潭口镇教育街路新大街147号,5105,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
健康路75号,(章贡区老城区)健康路75号,5210,板楼,0.5元/平米/月,暂无信息,暂无信息,1栋,42户
红旗大道,(于都县于都县)红旗大道,4089,未知类型,暂无信息,暂无信息,暂无信息,1栋,10户
山河馨城,(石城县石城县)坪背路1号,5215,未知类型,暂无信息,暂无信息,暂无信息,8栋,402户
东门一路,(于都县于都县)东门一路,5803,未知类型,暂无信息,暂无信息,暂无信息,3栋,31户
富商街12号,(赣县区赣县区)富商街12号,5227,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
龙泉山水,(大余县大余县)金莲山大道龙泉山水,4712,未知类型,暂无信息,暂无信息,暂无信息,4栋,321户
文昌路542号,(于都县于都县)文昌路542号,5325,未知类型,暂无信息,暂无信息,暂无信息,1栋,56户
南康区龙岭镇知佳阁,(南康区南康区)南康区龙岭镇向阳村廖屋坝组,5370,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
审计局家属楼,(南康区南康区)东坝路审计局家属楼,4497,未知类型,暂无信息,暂无信息,暂无信息,1栋,10户
建国路附71号,(章贡区老城区)建国路71号,4707,未知类型,暂无信息,暂无信息,暂无信息,2栋,2户
安乐巷16号,(南康区南康区)安乐巷16号,4116,未知类型,暂无信息,暂无信息,暂无信息,1栋,12户
亚琦时代新城,(南康区南康区)向阳大道亚琦时代新城,4561,塔板结合,暂无信息,暂无信息,暂无信息,1栋,450户
梅林大街,(赣县区赣县区)梅林大街,5763,未知类型,暂无信息,暂无信息,暂无信息,3栋,23户
金龙路242号,(于都县于都县)金龙路242号,4812,未知类型,暂无信息,暂无信息,暂无信息,1栋,14户
东山街道32号,(南康区南康区)东山街道32号,5224,未知类型,暂无信息,暂无信息,暂无信息,1栋,12户
屏山路77号,(于都县于都县)屏山路77号,5749,未知类型,暂无信息,暂无信息,暂无信息,1栋,14户
文化中心花园小区,(大余县大余县)金莲山大道文化中心花园小区,4458,未知类型,暂无信息,暂无信息,暂无信息,5栋,206户
商业北巷,(赣县区赣县区)商业北巷,4879,未知类型,暂无信息,暂无信息,暂无信息,1栋,12户
文昌路256,(于都县于都县)文昌路256,5239,未知类型,暂无信息,暂无信息,暂无信息,1栋,21户
上犹县旅游文化城,(上犹县上犹县)文锦路上犹县旅游文化城,5763,未知类型,暂无信息,暂无信息,暂无信息,5栋,28户
金竹路18号,(于都县于都县)金竹路18号,5147,未知类型,暂无信息,暂无信息,暂无信息,1栋,12户
文清路39号,(章贡区老城区)文清路39号,6051,未知类型,暂无信息,暂无信息,暂无信息,1栋,18户
华西大楼,(于都县于都县)长征大道华西大楼,5635,未知类型,暂无信息,暂无信息,暂无信息,2栋,36户
金汇民德苑,(于都县于都县)于山大道金汇民德苑,5404,未知类型,暂无信息,暂无信息,暂无信息,1栋,36户
于山商住楼,(于都县于都县)于山大道于山商住楼,4845,未知类型,暂无信息,暂无信息,暂无信息,2栋,84户
金禧宏业,(于都县于都县)红旗大道134号,5008,未知类型,暂无信息,暂无信息,暂无信息,2栋,59户
长征大道西7号,(于都县于都县)长征大道西7号,5011,未知类型,暂无信息,暂无信息,暂无信息,1栋,36户
长征大道中42号,(于都县于都县)长征大道中42号,4497,未知类型,暂无信息,暂无信息,暂无信息,1栋,16户
红旗大道5号,(于都县于都县)红旗大道5号,5125,未知类型,暂无信息,暂无信息,暂无信息,5栋,120户
长征大道中140号,(于都县于都县)长征大道中140号,5516,未知类型,暂无信息,暂无信息,暂无信息,1栋,14户
五中林科所,(于都县于都县)雲山大道433号,5333,未知类型,暂无信息,暂无信息,暂无信息,1栋,14户
龙泽居东区,(龙南县龙南县)龙泽路龙泽居东区,5791,未知类型,暂无信息,暂无信息,暂无信息,21栋,1102户
财政局家属楼,(赣县区赣县区)梅林大街财政局家属楼,4535,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
光彩六街96号,(赣县区赣县区)江西省赣州市赣县区梅林镇石屋,5774,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
长征大道东5号,(于都县于都县)长征大道东5号,4631,未知类型,暂无信息,暂无信息,暂无信息,1栋,28户
红土岭小区,(信丰县信丰县)中学路红土岭小区,5490,未知类型,暂无信息,暂无信息,暂无信息,2栋,57户
城南大道西路1号,(赣县区赣县区)赣县城南大道西路1号,5794,未知类型,暂无信息,暂无信息,暂无信息,1栋,106户
阳光水岸9号小区,(于都县于都县)渡江大道83号,5515,未知类型,暂无信息,暂无信息,暂无信息,2栋,97户
交通花园,(章贡区黄金开发区)宋城路9号,5741,塔板结合,1.2元/平米/月,赣州祥润物业,赣州昌泰资产管理有限公司,3栋,137户
于中一路58号,(于都县于都县)于中一路58号,4802,未知类型,暂无信息,暂无信息,暂无信息,2栋,36户
于中二路5号,(于都县于都县)于中二路5号,5189,未知类型,暂无信息,暂无信息,暂无信息,3栋,84户
泛华盛世,(宁都县宁都县)翠微东路51号,5185,未知类型,暂无信息,暂无信息,暂无信息,29栋,742户
云山花园,(章贡区老城区)云山路4号,5368,板楼,0.5元/平米/月,暂无信息,赣州宝义置业有限公司,2栋,80户
赣县汽车站综合楼,(赣县区赣县区)赣新大道赣县汽车站综合楼,4148,未知类型,暂无信息,暂无信息,暂无信息,1栋,8户
文化局家属楼,(南康区南康区)体育路文化局家属楼,4752,未知类型,暂无信息,暂无信息,暂无信息,1栋,16户
花生坪11号,(章贡区老城区)花生坪11号,5218,未知类型,暂无信息,暂无信息,暂无信息,1栋,14户
金城西一街9号,(南康区南康区)金城西一街9号,4629,未知类型,暂无信息,暂无信息,暂无信息,1栋,12户
金盛花园,(信丰县信丰县)阳明南路380号,5789,未知类型,暂无信息,暂无信息,暂无信息,10栋,140户
井前路17号,(赣县区赣县区)井前路17号,5669,未知类型,暂无信息,暂无信息,暂无信息,1栋,8户
广场西路13号,(章贡区蓉江新区)潭口镇新世纪广场西路13号,4626,板楼,暂无信息,暂无信息,暂无信息,1栋,1户
迎春路131号,(南康区南康区)迎春路131号,5558,未知类型,暂无信息,暂无信息,暂无信息,1栋,10户
泰康中路26号,(南康区南康区)南康区泰康中路26号,4511,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
双龙大道51号,(赣县区赣县区)双龙大道51号,4555,未知类型,暂无信息,暂无信息,暂无信息,1栋,14户
老检察院宿舍,(赣县区赣县区)兴农路老检察院宿舍,5351,未知类型,暂无信息,暂无信息,暂无信息,2栋,36户
杨公路28号,(于都县于都县)杨公路28号,5036,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
宁馨苑,(于都县于都县)于山大道宁馨苑,5121,板楼,0.6元/平米/月,暂无信息,暂无信息,2栋,112户
天乐花园,(于都县于都县)爱莲路450号,4154,未知类型,暂无信息,暂无信息,暂无信息,6栋,169户
丽景家园,(于都县于都县)于山大道丽景家园,5026,板楼,0.6元/平米/月,暂无信息,暂无信息,5栋,118户
滨江花园,(于都县于都县)广场西路滨江花园,5575,未知类型,暂无信息,暂无信息,暂无信息,3栋,99户
祥和花园,(于都县于都县)长征大道中16号,5407,未知类型,暂无信息,暂无信息,暂无信息,2栋,66户
金山小区,(南康区南康区)东山南路金山小区,4878,塔板结合,暂无信息,暂无信息,暂无信息,1栋,56户
厚德路77号,(章贡区老城区)厚德路77号,5411,未知类型,暂无信息,暂无信息,暂无信息,1栋,6户
光彩大道3号,(赣县区赣县区)光彩大道3号,4345,未知类型,暂无信息,暂无信息,暂无信息,1栋,28户
锦阳楼,(南康区南康区)东山南路锦阳楼,4774,未知类型,暂无信息,暂无信息,暂无信息,1栋,36户
客家大道111号,(章贡区章江新区)客家大道111号,5761,未知类型,暂无信息,暂无信息,暂无信息,1栋,12户
南门玉苑楼,(南康区南康区)沿江西路12号,5432,未知类型,2.5元/平米/月,暂无信息,暂无信息,1栋,36户
锦江楼,(南康区南康区)金山路锦江楼,4954,未知类型,暂无信息,暂无信息,暂无信息,1栋,36户
南水六十米大道26-27号,(南康区南康区)南水六十米大道26-27号,4552,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
城隍庙125号,(南康区南康区)宝林路城隍庙125号,4253,未知类型,暂无信息,暂无信息,暂无信息,1栋,14户
东城苑小区,(南康区南康区)工业大道东城苑小区,5189,未知类型,暂无信息,暂无信息,暂无信息,2栋,54户
创维路64号,(赣县区赣县区)创维路64号,4664,未知类型,暂无信息,暂无信息,暂无信息,1栋,3户
创维东路36号,(赣县区赣县区)创维东路36号,5652,未知类型,暂无信息,暂无信息,暂无信息,5栋,81户
南京路6号,(章贡区老城区)南京路6号,4823,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
富安巷24号,(南康区南康区)富安巷24号,5260,未知类型,暂无信息,暂无信息,暂无信息,1栋,20户
新世纪广场,(章贡区蓉江新区)惠民路新世纪广场,4958,未知类型,暂无信息,暂无信息,暂无信息,3栋,17户
旭山商住楼,(南康区南康区)旭山北路旭山商住楼,4273,平房,暂无信息,暂无信息,暂无信息,1栋,31户
俞屋安置区,(赣县区赣县区)城北大道俞屋安置区,5411,未知类型,暂无信息,暂无信息,暂无信息,13栋,108户
赣新大道166号,(赣县区赣县区)赣新大道166号,4871,未知类型,暂无信息,暂无信息,暂无信息,1栋,20户
方杆巷1号,(章贡区老城区)方杆巷1号,5393,平房,暂无信息,暂无信息,暂无信息,1栋,24户
大华萼巷13号,(章贡区老城区)大华萼巷13号,5432,未知类型,暂无信息,暂无信息,暂无信息,1栋,56户
和平路25号,(章贡区老城区)和平路25号,5856,塔板结合/平房,0.6元/平米/月,暂无信息,北京泰禾锦绣置业有限公司,3栋,53户
花生坪21号,(章贡区老城区)花生坪21号,4640,未知类型,暂无信息,暂无信息,暂无信息,2栋,15户
土管局集资楼,(信丰县信丰县)圣塔路土管局集资楼,4153,未知类型,暂无信息,暂无信息,暂无信息,1栋,18户
帝豪湾,(信丰县信丰县)山塘路6号,5425,塔板结合,暂无信息,暂无信息,暂无信息,5栋,416户
明珠楼,(南康区南康区)通用路明珠楼,4965,板楼/平房,1.1元/平米/月,暂无信息,暂无信息,6栋,144户
文明大道17号,(章贡区老城区)文明大道17号,5715,塔板结合/平房,0.6元/平米/月,暂无信息,越秀地产,2栋,79户
中山路社区,(章贡区老城区)中山路47-4号,5775,板楼,0.5元/平米/月,小区委员会自管,赣州绿地置业有限公司,7栋,233户
健康路57号,(章贡区老城区)健康路57号,5384,塔楼,暂无信息,暂无信息,暂无信息,1栋,29户
华清园,(信丰县信丰县)一清路华清园,5418,未知类型,暂无信息,暂无信息,暂无信息,3栋,122户
东壕塘39号,(章贡区老城区)东壕塘39号,5531,板楼,暂无信息,暂无信息,暂无信息,2栋,114户
赣州市三建公司宿舍,(章贡区老城区)营角上60号,5035,平房,0.6元/平米/月,暂无信息, 重庆汇东房地产开发有限公司,3栋,114户
荷包塘,(章贡区老城区)赣江路荷包塘,5689,板楼/塔板结合,0.5元/平米/月,暂无信息,赣州鑫群置业有限公司,16栋,371户
生佛坛前2号,(章贡区老城区)生佛坛前2号,5620,塔楼/平房,1元/平米/月,暂无信息,金科集团苏州金科科润房地产开发有限公司,4栋,168户
蕻菜塘社区,(章贡区老城区)海会路蕻菜塘社区,5696,板楼/塔板结合/平房,0.5元/平米/月,小区委员会自管,中海地产,22栋,872户
环美嘉园,(章贡区老城区)新赣南路4号,5846,塔楼/塔板结合,0.5至11元/平米/月,小区委员会自管, 大理耀鹏房地产开发有限责任公司,4栋,126户
通站小区,(南康区南康区)工业大道通站小区,4760,塔板结合/平房,0.5至0.6元/平米/月,暂无信息,暂无信息,7栋,546户
北京路4号,(章贡区老城区)北京路4号,4899,平房,暂无信息,暂无信息,暂无信息,1栋,36户
贵源国际新城,(信丰县信丰县)迎宾大道245号,5389,板楼/塔板结合,1至1.2元/平米/月,云山花园物业,暂无信息,29栋,1296户
嘉福国际,(大余县大余县)瑞临线嘉福国际,5773,板楼,2.5元/平米/月,暂无信息,赣州昌泰资产管理有限公司,8栋,850户
金岭家园,(南康区南康区)工业大道339号,4872,板楼/平房,暂无信息,无物业管理服务,赣州华利房地产开发有限公司,6栋,466户
盈海铂金时代,(南康区南康区)兴业大道盈海铂金时代,5489,板楼,1.2元/平米/月,暂无信息,暂无信息,4栋,379户
樟桥村,(南康区南康区)金龙大道樟桥村,5376,未知类型,暂无信息,暂无信息,暂无信息,2栋,47户
龙都小区,(章贡区老城区)云山路龙都小区,5687,板楼,0.8至1.5元/平米/月,碧桂园物业服务,上海浦龙集团,6栋,250户
泥湾里路49号,(章贡区老城区)泥湾里路49号,5477,未知类型,暂无信息,暂无信息,暂无信息,1栋,10户
亚琦城市壹号,(南康区南康区)工业大道亚琦城市壹号,4824,塔板结合,0.7至1元/平米/月,中廷物业,河南中中置业有限公司,2栋,1184户
凯茵花园,(赣县区赣县区)成才路1号,5170,塔板结合,0.8元/平米/月,暂无信息,暂无信息,7栋,343户
居龙巷,(章贡区黄金开发区)居龙巷,5837,板楼/塔板结合,2元/平米/月,暂无信息,山西中中房地产开发有限公司,10栋,80户
气压厂二区,(章贡区老城区)稼轩路气压厂二区,5578,板楼/塔板结合/平房,1元/平米/月,暂无信息,赣州市赣县区佳辉房地产有限公司,12栋,544户
江边巷21号,(章贡区黄金开发区)江边巷21号,5436,塔板结合,1.5元/平米/月,暂无信息,赣州绿地置业有限公司,1栋,42户
环城路23号,(章贡区老城区)环城路23号,5712,塔楼/板楼,0.8元/平米/月,暂无信息,金辉地产,3栋,43户
锦华苑,(章贡区老城区)关刀坪3号,5564,板楼,2.6元/平米/月,暂无信息,碧桂园,2栋,79户
文明大道130号,(章贡区老城区)文明大道130号,5763,板楼,暂无信息,暂无信息,暂无信息,1栋,28户
锦绣江南,(兴国县兴国县)平川大道228号,5661,塔板结合,2元/平米/月,暂无信息,山西中中房地产开发有限公司,19栋,417户
南山西路坳背岭,(信丰县信丰县)南山西路坳背岭,5802,未知类型,暂无信息,暂无信息,暂无信息,1栋,6户
龙泉山水,(大余县大余县)金莲山大道龙泉山水,4712,未知类型,暂无信息,暂无信息,暂无信息,4栋,321户
红旗大道,(于都县于都县)红旗大道,4089,未知类型,暂无信息,暂无信息,暂无信息,1栋,10户
山河馨城,(石城县石城县)坪背路1号,5215,未知类型,暂无信息,暂无信息,暂无信息,8栋,402户
东门一路,(于都县于都县)东门一路,5803,未知类型,暂无信息,暂无信息,暂无信息,3栋,31户
富商街12号,(赣县区赣县区)富商街12号,5227,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
财政局家属楼,(赣县区赣县区)梅林大街财政局家属楼,4535,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
文昌路542号,(于都县于都县)文昌路542号,5325,未知类型,暂无信息,暂无信息,暂无信息,1栋,56户
南康区龙岭镇知佳阁,(南康区南康区)南康区龙岭镇向阳村廖屋坝组,5370,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
金茂花园,(寻乌县寻乌县)长安大道金茂花园,5503,未知类型,暂无信息,暂无信息,暂无信息,8栋,192户
于中一路58号,(于都县于都县)于中一路58号,4802,未知类型,暂无信息,暂无信息,暂无信息,2栋,36户
阳光花园,(赣县区赣县区)梅林大街阳光花园,5035,平房,暂无信息,暂无信息,暂无信息,3栋,104户
北方泓泰大厦,(南康区南康区)文峰大道北方泓泰大厦,4459,塔板结合,1.1元/平米/月,暂无信息,暂无信息,1栋,322户
红金大道8号,(赣县区赣县区)红金大道8号,5483,未知类型,暂无信息,暂无信息,暂无信息,1栋,10户
渡江大道55号,(于都县于都县)渡江大道55号,3985,未知类型,暂无信息,暂无信息,暂无信息,1栋,7户
大公路67号,(章贡区老城区)大公路67号,4642,板楼,暂无信息,暂无信息,暂无信息,1栋,10户
储运路21-23号,(章贡区老城区)储运路21-23号,5817,板楼,暂无信息,暂无信息,暂无信息,4栋,39户
北京路2号,(章贡区老城区)北京路2号,4945,未知类型,暂无信息,暂无信息,暂无信息,1栋,30户
东阳山路29号,(章贡区老城区)东阳山路29号,5332,板楼,0.6元/平米/月,金科物业服务集团有限公司赣州分公司,上海梓赣置业有限公司,2栋,28户
弘乾中茂时代新城一期,(南康区南康区)赣南大道弘乾中茂时代新城一期,5536,板楼/塔板结合,1至1.2元/平米/月,九治物业,暂无信息,12栋,2605户
文昌路104号,(于都县于都县)文昌路104号,5022,未知类型,暂无信息,暂无信息,暂无信息,1栋,21户
康达花园,(章贡区老城区)健康路23号,5283,板楼,0.3元/平米/月,久制物业服务有限公司,河南中中置业集团有限公司,6栋,121户
金石工业小区,(南康区南康区)东一路金石工业小区,4122,板楼,暂无信息,暂无信息,暂无信息,2栋,84户
横街上4号,(章贡区老城区)东郊路横街上,5277,未知类型,暂无信息,暂无信息,暂无信息,1栋,24户
兴隆商住楼,(章贡区蓉江新区)金石大道兴隆商住楼,4851,平房,暂无信息,暂无信息,暂无信息,1栋,145户
长征大道西121号,(于都县于都县)长征大道西121号,4749,板楼,暂无信息,暂无信息,暂无信息,5栋,162户
运隆公寓,(南康区南康区)金赣北大道运隆公寓,5133,板楼,暂无信息,暂无信息,暂无信息,3栋,92户
新金牛大道开发小区,(章贡区蓉江新区)新金牛大道开发小区,5104,未知类型,暂无信息,暂无信息,暂无信息,10栋,165户
文明大道87号,(章贡区老城区)文明大道87号,5668,平房,1元/平米/月,江西燕兴物业管理有限公司,上大阳光,1栋,49户
花生坪5号,(章贡区老城区)花生坪5号,5609,未知类型,暂无信息,暂无信息,暂无信息,1栋,89户
青年路44号,(章贡区老城区)青年路44号,4380,未知类型,暂无信息,暂无信息,暂无信息,2栋,1户
官园里路11号,(章贡区老城区)官园里路11号,5263,板楼/塔板结合,1至8.5元/平米/月,华润置地, 合肥万科瑞翔地产有限公司,2栋,60户
外滩1号(南区),(章贡区章江新区)章江南大道12-54号,6782,塔板结合,1.6元/平米/月,赣州市德威物业管理有限责任公司,南京嘉福置业有限公司,1栋,514户
高校服务区一期,(章贡区蓉江新区)师院南路高校服务区一期,6537,板楼/塔板结合,0.6元/平米/月,暂无信息,江西省中兴房地产开发有限公司,5栋,143户
鸿建花园,(章贡区老城区)东阳山路5号,6370,塔楼,0.5至0.7元/平米/月,小区委员会自管,山西中中房地产开发有限公司,3栋,83户
长虹小区,(章贡区老城区)张家围路长虹小区,6839,板楼/塔板结合,0.5元/平米/月,暂无信息,东莞长虹置业有限公司,6栋,56户
东苑商住楼,(章贡区老城区)渡口路14号,6492,塔板结合/平房,暂无信息,暂无信息,金广物业,2栋,77户
富安商住楼,(章贡区老城区)张家围路38号,6529,板楼,0.5元/平米/月,暂无信息,中海地产,1栋,65户
众升园,(章贡区老城区)关刀坪8号,6441,板楼,0.5元/平米/月,小区委员会自管,无,10栋,317户
下壕塘社区,(章贡区老城区),6425,塔楼/板楼/塔板结合/平房,0.4元/平米/月,暂无信息,山西中中房地产开发有限公司,13栋,408户
滨江花城南区,(赣县区赣县区)城南大道滨江花城南区,6484,塔板结合,0.9元/平米/月,暂无信息,宏康房地产开发有限公司,26栋,477户
邮政车队宿舍,(章贡区老城区)文明大道115号,6589,塔板结合,0.6元/平米/月,暂无信息,赣州绿地置业有限公司,3栋,110户
全顺花园小区,(章贡区老城区)南河路10号,6584,塔楼/板楼,0.5元/平米/月,小区委员会自管,无,11栋,212户
红环路4号,(章贡区老城区)红环路4号,5871,板楼,0.4元/平米/月,小区委员会自管,城建,3栋,69户
健康路24号,(章贡区老城区)健康路24号,6351,板楼,0.3元/平米/月,暂无信息,星之开发商,4栋,121户
中国建设银行赣州地区支行住宅区,(章贡区老城区)文明大道89号,6561,板楼,0.5元/平米/月,暂无信息,暂无信息,2栋,95户
湖景花园,(章贡区老城区)海会路10号,5975,板楼,0.6元/平米/月,赣州市华源房地产开发有限公司,赣州蓝湾半岛房地产开发有限公司,10栋,218户
文明大道104号,(章贡区老城区)文明大道104号,6640,平房,0.5元/平米/月,暂无信息,中海地产,2栋,55户
西津路小区北区,(章贡区老城区)西津路18号,6062,板楼/塔板结合,30元/平米/月,无物业管理服务,哈尔滨金湾置业有限公司,4栋,21户
黄屋坪19号住宅小区,(章贡区老城区)黄屋坪路19号,6712,板楼,0.8元/平米/月,江西百富行物业管理服务有限公司,无,3栋,58户
江畔翠榕居,(章贡区老城区)东阳山路43号,6052,板楼,0.7元/平米/月,江西富安物业有限公司,赣州昌泰资产管理有限公司,5栋,126户
贡江雅苑,"(于都县于都县)龙门路368-8号,龙门路368-34号,龙门路368号",5535,塔楼,1.2元/平米/月,暂无信息,暂无信息,4栋,252户
德福源小区,(于都县于都县)渡江大道53号,6315,板楼,暂无信息,暂无信息,暂无信息,9栋,287户
金建状元府,(于都县于都县)于山大道金建状元府,6852,塔楼,1.2元/平米/月,暂无信息,暂无信息,3栋,253户
滨江新城,(兴国县兴国县)滨江西大道滨江新城,6062,未知类型,暂无信息,暂无信息,暂无信息,11栋,319户
福峰花苑,(于都县于都县)长征大道6号,6274,未知类型,暂无信息,暂无信息,暂无信息,4栋,101户
丹枫龙廷,(兴国县兴国县)平川大道566号,5957,未知类型,暂无信息,暂无信息,暂无信息,42栋,1520户
金福花园半山国际,"(兴国县兴国县)兴国大道269号,将军大道193号",6145,板楼,0.3元/平米/月,暂无信息,江西盛太阳实业有限公司,17栋,769户
东阳山社区,(章贡区老城区)南河路10-1号,6577,板楼/平房,0.5元/平米/月,小区委员会自管,赣州航城置业有限公司,3栋,49户
领秀山城,(上犹县上犹县)文峰南路领秀山城,6908,未知类型,暂无信息,暂无信息,暂无信息,11栋,376户
厚德路70甲,(章贡区老城区)厚德路70号,5802,塔楼,0.5元/平米/月,暂无信息,江苏中江国际房地产有限公司,1栋,77户
万佳幸福苑,(章贡区老城区)滨江大道108号,6818,板楼,0.5元/平米/月,小区委员会自管,赣州绿地置业有限公司,5栋,167户
文清路45号,(章贡区老城区)文清路45号,5882,平房,暂无信息,暂无信息,暂无信息,2栋,24户
厚德路43号,(章贡区老城区)厚德路43号,6002,塔板结合,1.5元/平米/月,暂无信息,赣州航城置业有限公司,1栋,42户
大公路83号,(章贡区老城区)大公路83号,6123,未知类型,暂无信息,暂无信息,暂无信息,1栋,48户
文清路33号,(章贡区老城区)文清路33号,6558,板楼/平房,1元/平米/月,暂无信息, 合肥万科瑞翔地产有限公司,8栋,240户
嘉联·芙蓉新城,(南康区南康区)天马山大道1115号,6301,板楼/塔板结合/平房,0.5至30元/平米/月,暂无信息,大连金湾实业有限公司,96栋,1934户
钓鱼台15号,(章贡区老城区)钓鱼台15号,6066,板楼,2.6元/平米/月,暂无信息,碧桂园,2栋,67户
生佛坛前15号,(章贡区老城区)生佛坛前15号,6604,板楼,1元/平米/月,暂无信息,山西中中房地产开发有限公司,1栋,42户
钨都大道11号,(章贡区章江新区)钨都大道11号,6788,未知类型,暂无信息,暂无信息,暂无信息,2栋,54户
东桥路11号,(章贡区老城区)东桥路11号,6630,塔板结合,1.6元/平米/月,赣州金元物业有限管理公司,赣州宝义置业有限公司,1栋,28户
